#YY  MM DD hh mm   DEPTH  OTMP   COND   SAL   O2% O2PPM  CLCON  TURB    PH    EH
#yr  mo dy hr mn       m  degC  mS/cm   psu     %   ppm   ug/l   FTU     -    mv
2020 06 29 13 23     3.0 11.40 999.00 29.40  18.3  1.70   2.40    99 99.00 99.00
2020 06 29 19 21     3.0 13.00 999.00 28.10  32.7  2.90   1.10    99 99.00 99.00
2020 06 30 07 22     3.0 10.80 999.00 29.60  28.5  2.60   3.70    99 99.00 99.00
2020 06 30 13 23     3.0 10.80 999.00 29.60  31.1  2.90   3.40    99 99.00 99.00
2020 06 30 19 22     3.0 11.70 999.00 29.10  35.3  3.20   2.00    99 99.00 99.00
2020 07 01 01 22     3.0 12.70 999.00 28.50  38.6  3.40   7.80    99 99.00 99.00
2020 07 01 07 22     3.0 14.90 999.00 26.80  45.8  3.90   2.90    99 99.00 99.00
2020 07 01 13 23     3.0 11.90 999.00 29.10  28.7  2.60   2.10    99 99.00 99.00
2020 07 02 01 22     3.0 11.70 999.00 29.20  36.8  3.30   2.40    99 99.00 99.00
2020 07 02 07 22     3.0 11.30 999.00 29.20  30.3  2.80   5.70    99 99.00 99.00
2020 07 02 13 19     3.0 11.40 999.00 29.20  24.9  2.30   7.50    99 99.00 99.00
2020 07 02 19 34     3.0 12.70 999.00 28.20  25.3  2.20   3.70    99 99.00 99.00
2020 07 03 01 22     3.0 10.60 999.00 29.70  33.8  3.10  10.20    99 99.00 99.00
2020 07 03 07 22     3.0 10.50 999.00 29.70  23.0  2.10   9.80    99 99.00 99.00
2020 07 03 13 23     3.0 10.30 999.00 29.80  21.8  2.00  11.00    99 99.00 99.00
2020 07 03 19 21     3.0 11.50 999.00 29.10  34.7  3.10   2.70    99 99.00 99.00
2020 07 04 01 18     3.0 11.30 999.00 29.40  34.7  3.20   9.40    99 99.00 99.00
2020 07 04 07 35     3.0 12.00 999.00 28.60  24.9  2.20   9.40    99 99.00 99.00
2020 07 04 13 23     3.0 12.10 999.00 28.70  29.1  2.60   7.50    99 99.00 99.00
2020 07 04 19 22     3.0 12.80 999.00 28.20  32.1  2.80   5.10    99 99.00 99.00
2020 07 05 07 19    21.0 10.50 999.00 29.70  21.2  2.00 999.00    99 99.00 99.00
2020 07 06 07 22     3.0 11.70 999.00 29.10  25.4  2.30   2.10    99 99.00 99.00
2020 07 06 13 23     3.0 11.70 999.00 29.10  24.2  2.20   2.00    99 99.00 99.00
2020 07 06 19 21     3.0 11.20 999.00 29.50  27.5  2.50   1.10    99 99.00 99.00
2020 07 07 01 22     3.0 11.90 999.00 29.00  35.2  3.20   1.60    99 99.00 99.00
2020 07 07 07 22     3.0 10.90 999.00 29.60  29.3  2.70   2.60    99 99.00 99.00
2020 07 07 13 23     3.0 11.20 999.00 29.40  24.9  2.30   2.70    99 99.00 99.00
2020 07 07 19 21     3.0 12.00 999.00 29.10  36.4  3.30   1.20    99 99.00 99.00
2020 07 08 01 22     3.0 14.80 999.00 27.00  41.7  3.60   2.30    99 99.00 99.00
2020 07 08 07 22     3.0 12.90 999.00 28.60  30.6  2.70   1.80    99 99.00 99.00
2020 07 08 13 23     3.0 13.30 999.00 28.30  31.1  2.70   1.70    99 99.00 99.00
2020 07 08 19 21     3.0 12.90 999.00 28.40  22.3  2.00   0.80    99 99.00 99.00
2020 07 09 01 22     3.0 11.90 999.00 29.00  22.8  2.00   1.50    99 99.00 99.00
2020 07 09 07 22     3.0 11.40 999.00 29.30  22.0  2.00   1.30    99 99.00 99.00
2020 07 09 13 23     3.0 13.70 999.00 27.80  25.2  2.20   1.60    99 99.00 99.00
2020 07 09 19 21     3.0 13.30 999.00 28.00  31.4  2.80   1.00    99 99.00 99.00
2020 07 10 01 22     3.0 13.50 999.00 28.10  37.3  3.30   1.50    99 99.00 99.00
2020 07 10 07 22     3.0 11.40 999.00 29.30  25.0  2.30   1.50    99 99.00 99.00
2020 07 10 13 23     3.0 12.40 999.00 28.80  23.5  2.10   1.40    99 99.00 99.00
2020 07 10 19 22     3.0 15.00 999.00 27.00  30.9  2.60   1.00    99 99.00 99.00
2020 07 11 01 22     3.0 13.20 999.00 28.10  24.6  2.20   1.20    99 99.00 99.00
2020 07 11 07 23     3.0 12.00 999.00 28.90  27.9  2.50   2.70    99 99.00 99.00
2020 07 11 13 23     3.0 13.40 999.00 28.00  25.3  2.20   1.30    99 99.00 99.00
2020 07 11 19 22     3.0 11.20 999.00 29.60  34.1  3.10   1.00    99 99.00 99.00
2020 07 12 01 22     3.0 11.60 999.00 29.30  36.2  3.30   2.00    99 99.00 99.00
2020 07 12 07 23     3.0 10.60 999.00 29.80  27.6  2.50   3.10    99 99.00 99.00
2020 07 12 13 23     3.0 10.70 999.00 29.70  23.7  2.20   2.70    99 99.00 99.00
2020 07 12 19 22     3.0 11.10 999.00 29.50  31.9  2.90   4.00    99 99.00 99.00
2020 07 13 01 22     3.0 13.10 999.00 28.10  32.1  2.80   3.40    99 99.00 99.00
2020 07 13 13 23     3.0 12.40 999.00 28.80  24.7  2.20   3.60    99 99.00 99.00
2020 07 13 19 21     3.0 11.80 999.00 29.20  21.3  1.90   1.80    99 99.00 99.00
2020 07 14 01 22     3.0 13.40 999.00 28.10  32.5  2.80   2.20    99 99.00 99.00
2020 07 14 07 23     3.0 11.20 999.00 29.50  19.6  1.80   2.40    99 99.00 99.00
2020 07 14 13 23     3.0 13.70 999.00 27.90  27.0  2.40   1.90    99 99.00 99.00
2020 07 14 19 21     3.0 14.40 999.00 27.50  24.0  2.10   0.90    99 99.00 99.00
2020 07 15 01 22     3.0 11.50 999.00 29.40  30.1  2.70   0.90    99 99.00 99.00
2020 07 15 07 23     3.0 14.30 999.00 27.60  24.9  2.20   1.50    99 99.00 99.00
2020 07 15 13 23     3.0 12.60 999.00 28.70  22.3  2.00   1.20    99 99.00 99.00
2020 07 15 19 20     3.0 17.40 999.00 27.40  39.5  3.20   0.90    99 99.00 99.00
2020 07 16 01 21     3.0 17.80 999.00 27.20  57.4  4.60   0.50    99 99.00 99.00
2020 07 16 07 21     3.0 17.80 999.00 27.30  41.2  3.30   0.80    99 99.00 99.00
2020 07 16 13 21     3.0 18.30 999.00 26.90  38.0  3.00   0.80    99 99.00 99.00
2020 07 16 19 20     3.0 18.00 999.00 27.10  29.9  2.40   0.90    99 99.00 99.00
2020 07 17 07 21     3.0 18.30 999.00 26.90  51.1  4.10   1.30    99 99.00 99.00
2020 07 17 13 21     3.0 19.40 999.00 26.70  47.6  3.70   1.00    99 99.00 99.00
2020 07 17 19 21     3.0 18.40 999.00 26.80  27.0  2.20   1.00    99 99.00 99.00
2020 07 18 01 21     3.0 17.40 999.00 27.30  61.6  5.00   0.80    99 99.00 99.00
2020 07 18 07 21     3.0 18.50 999.00 27.30  40.9  3.30   1.30    99 99.00 99.00
2020 07 18 13 22     3.0 18.60 999.00 27.00  42.1  3.40   1.00    99 99.00 99.00
2020 07 19 01 21     3.0 18.80 999.00 27.10  50.6  4.00   0.60    99 99.00 99.00
2020 07 19 07 21     3.0 19.00 999.00 27.00  24.8  2.00   1.00    99 99.00 99.00
2020 07 19 13 22     3.0 19.40 999.00 27.00  29.8  2.30   0.80    99 99.00 99.00
2020 07 19 19 20     3.0 19.40 999.00 26.60  31.6  2.50   0.80    99 99.00 99.00
2020 07 20 13 21     3.0 19.80 999.00 26.70  19.0  1.50   0.80    99 99.00 99.00
2020 07 20 19 20     3.0 20.10 999.00 26.40  41.0  3.20   1.20    99 99.00 99.00
2020 07 21 01 22     3.0 12.80 999.00 28.60  27.1  2.40   1.10    99 99.00 99.00
2020 07 21 07 22     3.0 13.50 999.00 28.30  14.7  1.30   1.40    99 99.00 99.00
2020 07 21 19 21     3.0 12.80 999.00 28.60  23.7  2.10   1.10    99 99.00 99.00
2020 07 22 01 22     3.0 12.80 999.00 28.50  23.3  2.10   1.40    99 99.00 99.00
2020 07 22 13 23     3.0 11.40 999.00 29.50  13.7  1.20   1.80    99 99.00 99.00
2020 07 22 19 22     3.0 11.60 999.00 29.40  18.1  1.60   2.30    99 99.00 99.00
2020 07 23 01 22     3.0 11.60 999.00 29.30  14.2  1.30   3.60    99 99.00 99.00
2020 07 23 07 23     3.0 11.40 999.00 29.50  20.3  1.80   3.30    99 99.00 99.00
2020 07 23 13 23     3.0 11.20 999.00 29.60  13.8  1.30   2.80    99 99.00 99.00
2020 07 24 01 22     3.0 12.80 999.00 28.70  18.1  1.60   3.90    99 99.00 99.00
2020 07 24 07 23     3.0 12.40 999.00 29.00  21.6  1.90   4.60    99 99.00 99.00
2020 07 24 13 23     3.0 11.40 999.00 29.60  16.1  1.50   3.00    99 99.00 99.00
2020 07 24 19 21     3.0 13.40 999.00 28.40  20.0  1.80   2.60    99 99.00 99.00
2020 07 25 07 23     3.0 12.50 999.00 29.10  20.7  1.80   2.10    99 99.00 99.00
2020 07 25 13 23     3.0 12.20 999.00 29.30  17.6  1.60   1.40    99 99.00 99.00
2020 07 26 07 23     3.0 12.10 999.00 29.20  22.2  2.00   1.50    99 99.00 99.00
2020 07 26 13 23     3.0 12.30 999.00 29.00  18.1  1.60   1.10    99 99.00 99.00
2020 07 27 01 22     3.0 13.40 999.00 28.50  31.3  2.70   1.30    99 99.00 99.00
2020 07 27 13 23     3.0 15.50 999.00 27.20  18.3  1.60   1.30    99 99.00 99.00
2020 07 27 19 21     3.0 12.30 999.00 29.10  14.4  1.30   0.70    99 99.00 99.00
2020 07 28 07 23     3.0 14.20 999.00 27.70  24.0  2.10   1.40    99 99.00 99.00
2020 07 28 19 21     3.0 13.50 999.00 28.20  23.0  2.00   1.00    99 99.00 99.00
2020 07 29 01 22     3.0 14.40 999.00 27.70  28.1  2.40   1.50    99 99.00 99.00
2020 07 29 07 23     3.0 12.70 999.00 28.60  19.1  1.70   2.20    99 99.00 99.00
2020 07 29 13 23     3.0 11.90 999.00 29.20  16.8  1.50   2.00    99 99.00 99.00
2020 07 29 19 21     3.0 12.90 999.00 28.70  24.6  2.20   1.20    99 99.00 99.00
2020 07 30 01 22     3.0 14.10 999.00 27.80  34.2  3.00   1.60    99 99.00 99.00
2020 07 30 07 22     3.0 11.60 999.00 29.50  24.8  2.20   1.60    99 99.00 99.00
2020 07 30 13 23     3.0 13.20 999.00 28.60  29.0  2.50   1.70    99 99.00 99.00
2020 07 31 13 23     3.0 11.90 999.00 29.30  24.1  2.20   1.50    99 99.00 99.00
2020 08 01 07 23     3.0 11.10 999.00 29.60  24.9  2.30   2.70    99 99.00 99.00
2020 08 01 13 23     3.0 11.70 999.00 29.30  25.6  2.30   2.70    99 99.00 99.00
2020 08 02 13 23     3.0 12.10 999.00 29.10  20.8  1.90   2.50    99 99.00 99.00
2020 08 03 07 23     3.0 13.00 999.00 28.60  23.4  2.10   2.60    99 99.00 99.00
2020 08 03 13 23     3.0 14.30 999.00 27.80  22.9  2.00   2.00    99 99.00 99.00
2020 08 04 01 22     3.0 12.40 999.00 28.90  23.8  2.10   1.60    99 99.00 99.00
2020 08 04 07 23     3.0 12.70 999.00 28.80  19.4  1.70   1.60    99 99.00 99.00
2020 08 04 13 23     3.0 11.90 999.00 29.20  17.2  1.60   1.40    99 99.00 99.00
2020 08 04 19 21     3.0 12.80 999.00 28.80  20.5  1.80   1.10    99 99.00 99.00
2020 08 05 01 22     3.0 12.30 999.00 29.00  23.4  2.10   1.10    99 99.00 99.00
2020 08 05 07 23     3.0 11.60 999.00 29.50  16.5  1.50   1.10    99 99.00 99.00
2020 08 05 13 23     3.0 13.60 999.00 28.10  16.5  1.40   1.40    99 99.00 99.00
2020 08 05 19 21     3.0 11.80 999.00 29.30  18.6  1.70   0.80    99 99.00 99.00
2020 08 06 07 23     3.0 11.20 999.00 29.50  14.7  1.30   1.70    99 99.00 99.00
2020 08 06 13 23     3.0 12.50 999.00 28.80  19.1  1.70   2.00    99 99.00 99.00
2020 08 06 19 21     3.0 13.50 999.00 28.30  25.4  2.20   1.00    99 99.00 99.00
2020 08 12 20 04     3.0 19.50 999.00 26.60 102.3  8.00   1.20    99 99.00 99.00
2020 08 13 01 22     3.0 19.70 999.00 26.60 102.8  8.00   1.20    99 99.00 99.00
2020 08 13 07 23     3.0 19.70 999.00 26.70 101.6  7.90   1.60    99 99.00 99.00
2020 08 13 13 19     3.0 19.40 999.00 26.70  99.9  7.80   1.40    99 99.00 99.00
2020 08 13 19 34     3.0 19.40 999.00 26.70 100.9  7.90   1.10    99 99.00 99.00
2020 08 14 01 22     3.0 19.60 999.00 26.70 103.7  8.10   1.40    99 99.00 99.00
2020 08 14 07 22     3.0 19.80 999.00 26.80 101.2  7.90   1.50    99 99.00 99.00
2020 08 14 13 23     3.0 19.40 999.00 26.40  98.6  7.70   1.40    99 99.00 99.00
2020 08 14 19 21     3.0 19.50 999.00 26.10 101.9  8.00   1.10    99 99.00 99.00
2020 08 15 01 22     3.0 20.10 999.00 26.60 101.8  7.90   1.20    99 99.00 99.00
2020 08 15 07 22     3.0 19.90 999.00 27.00 101.6  7.90   1.50    99 99.00 99.00
2020 08 15 13 23     3.0 19.70 999.00 26.80  99.6  7.80   1.30    99 99.00 99.00
2020 08 15 19 21     3.0 19.80 999.00 26.80 100.3  7.80   1.00    99 99.00 99.00
2020 08 16 01 22     3.0 20.10 999.00 27.00 102.5  7.90   1.00    99 99.00 99.00
2020 08 16 07 22     3.0 20.10 999.00 27.00 101.6  7.90   1.10    99 99.00 99.00
2020 08 16 13 23     3.0 20.10 999.00 27.00 100.4  7.80   1.10    99 99.00 99.00
2020 08 16 19 21     3.0 20.20 999.00 26.80 101.2  7.80   0.80    99 99.00 99.00
2020 08 17 01 22     3.0 20.30 999.00 27.00 103.4  8.00   1.10    99 99.00 99.00
2020 08 17 07 22     3.0 20.90 999.00 26.30 100.1  7.70   1.40    99 99.00 99.00
2020 08 17 13 23     3.0 20.30 999.00 26.50  98.3  7.60   1.30    99 99.00 99.00
2020 08 18 01 22     3.0 21.00 999.00 26.30 103.4  7.90   1.50    99 99.00 99.00
2020 08 18 07 22     3.0 20.60 999.00 26.40  99.5  7.70   1.40    99 99.00 99.00
2020 08 18 13 23     3.0 20.30 999.00 26.40 103.5  8.00   1.80    99 99.00 99.00
2020 08 18 19 21     3.0 19.70 999.00 26.50 106.3  8.30   1.90    99 99.00 99.00
2020 08 19 01 22     3.0 17.60 999.00 27.80 114.0  9.20   2.40    99 99.00 99.00
2020 08 19 07 22     3.0 20.80 999.00 26.10 103.6  8.00   1.50    99 99.00 99.00
2020 08 19 13 23     3.0 20.70 999.00 26.10  99.3  7.60   1.20    99 99.00 99.00
2020 08 19 19 21     3.0 20.50 999.00 26.30 102.8  7.90   1.70    99 99.00 99.00
2020 08 20 01 22     3.0 20.70 999.00 26.40 106.7  8.20   2.00    99 99.00 99.00
2020 08 20 07 22     3.0 19.60 999.00 26.80 103.7  8.10   1.70    99 99.00 99.00
2020 08 20 13 23     3.0 18.40 999.00 27.20 101.2  8.10   1.60    99 99.00 99.00
2020 08 20 19 22     3.0 18.00 999.00 27.30 102.4  8.20   1.90    99 99.00 99.00
2020 08 21 07 22     3.0 18.60 999.00 27.00 104.5  8.30   2.20    99 99.00 99.00
2020 08 21 13 23     3.0 17.20 999.00 27.80 106.8  8.70   1.80    99 99.00 99.00
2020 08 21 19 22     3.0 16.70 999.00 28.00 106.6  8.80   3.60    99 99.00 99.00
2020 08 22 01 22     3.0 16.00 999.00 28.30 106.7  8.90   3.30    99 99.00 99.00
2020 08 22 07 23     3.0 14.30 999.00 28.90  98.1  8.40   3.40    99 99.00 99.00
2020 08 22 13 23     3.0 14.30 999.00 28.90  97.3  8.30   2.30    99 99.00 99.00
2020 08 23 07 23     3.0 15.50 999.00 28.60 100.5  8.40   2.40    99 99.00 99.00
2020 08 23 13 23     3.0 15.70 999.00 28.50  96.0  8.00   2.70    99 99.00 99.00
2020 08 23 19 21     3.0 15.90 999.00 28.40 100.0  8.30   2.70    99 99.00 99.00
2020 08 24 01 22     3.0 16.40 999.00 28.50 106.5  8.80   3.50    99 99.00 99.00
2020 08 24 07 19     3.0 17.00 999.00 28.40 103.9  8.50   3.90    99 99.00 99.00
2020 08 24 13 36     3.0 16.70 999.00 28.40 100.7  8.20   2.90    99 99.00 99.00
2020 08 24 19 21     3.0 16.80 999.00 28.40 104.3  8.50   2.40    99 99.00 99.00
2020 08 25 01 22     3.0 17.10 999.00 28.20 106.7  8.70   2.80    99 99.00 99.00
2020 08 25 07 23     3.0 17.00 999.00 28.50 106.7  8.70   2.90    99 99.00 99.00
2020 08 25 13 23     3.0 17.70 999.00 27.80 100.2  8.10   1.60    99 99.00 99.00
2020 08 25 19 21     3.0 17.30 999.00 28.00 103.4  8.40   1.50    99 99.00 99.00
2020 08 26 01 22     3.0 17.70 999.00 27.80 105.8  8.50   1.70    99 99.00 99.00
2020 08 26 07 22     3.0 18.00 999.00 28.20 104.9  8.40   2.00    99 99.00 99.00
2020 08 26 19 21     3.0 17.80 999.00 27.70 104.6  8.40   1.20    99 99.00 99.00
2020 08 27 07 36     3.0 18.50 999.00 27.70 103.3  8.20   1.30    99 99.00 99.00
2020 08 27 13 23     3.0 18.70 999.00 27.60  98.8  7.80   1.00    99 99.00 99.00
2020 08 27 19 21     3.0 18.70 999.00 27.50  98.4  7.80   0.80    99 99.00 99.00
2020 08 28 01 22     3.0 17.90 999.00 27.70 104.2  8.40   1.20    99 99.00 99.00
2020 08 28 07 22     3.0 18.70 999.00 27.70 103.6  8.20   1.10    99 99.00 99.00
2020 08 28 19 21     3.0 18.70 999.00 27.30 101.7  8.10   0.90    99 99.00 99.00
2020 08 29 01 22     3.0 19.00 999.00 27.90 106.4  8.40   1.10    99 99.00 99.00
2020 08 29 13 23     3.0 19.00 999.00 27.30  97.5  7.70   0.80    99 99.00 99.00
2020 08 29 19 22     3.0 19.30 999.00 26.90  97.9  7.70   1.20    99 99.00 99.00
2020 08 30 01 22     3.0 19.30 999.00 27.30  99.5  7.80   1.30    99 99.00 99.00
2020 08 30 07 23     3.0 18.90 999.00 27.50  97.2  7.70   1.30    99 99.00 99.00
2020 08 30 13 23     3.0 19.10 999.00 27.50  95.7  7.50   1.00    99 99.00 99.00
2020 08 31 01 22     3.0 18.80 999.00 27.40 103.5  8.20   1.20    99 99.00 99.00
2020 08 31 07 23     3.0 18.50 999.00 27.50  99.1  7.90   1.20    99 99.00 99.00
2020 08 31 13 23     3.0 18.50 999.00 27.40  96.6  7.70   0.90    99 99.00 99.00
2020 08 31 19 22     3.0 18.30 999.00 27.20  97.3  7.80   1.70    99 99.00 99.00
2020 09 01 01 22     3.0 18.60 999.00 27.30 100.5  8.00   1.80    99 99.00 99.00
2020 09 01 07 23     3.0 18.50 999.00 27.40  99.0  7.90   1.90    99 99.00 99.00
2020 09 01 13 23     3.0 18.50 999.00 27.40  98.2  7.80   1.80    99 99.00 99.00
2020 09 01 19 21     3.0 18.20 999.00 26.90  99.5  8.00   1.10    99 99.00 99.00
2020 09 02 01 22     3.0 19.00 999.00 26.90 103.0  8.10   1.40    99 99.00 99.00
2020 09 02 07 18     3.0 18.90 999.00 27.20  99.8  7.90   1.30    99 99.00 99.00
2020 09 02 13 36     3.0 18.70 999.00 27.10  96.9  7.70   1.20    99 99.00 99.00
2020 09 03 01 22     3.0 19.30 999.00 27.20 101.0  7.90   1.40    99 99.00 99.00
2020 09 03 19 21     3.0 19.20 999.00 27.60  95.5  7.50   0.70    99 99.00 99.00
2020 09 04 01 22     3.0 19.30 999.00 27.80  98.7  7.70   1.10    99 99.00 99.00
2020 09 04 07 22     3.0 19.40 999.00 27.80  97.3  7.60   1.00    99 99.00 99.00
2020 09 04 13 23     3.0 19.00 999.00 27.60  95.7  7.50   1.10    99 99.00 99.00
2020 09 04 19 22     3.0 19.30 999.00 27.00  99.2  7.80   1.00    99 99.00 99.00
2020 09 05 01 22     3.0 19.60 999.00 27.20  99.8  7.80   1.30    99 99.00 99.00
2020 09 05 07 23     3.0 19.40 999.00 26.90  97.4  7.60   1.40    99 99.00 99.00
2020 09 05 13 23     3.0 19.00 999.00 27.00  95.7  7.60   1.70    99 99.00 99.00
2020 09 06 07 36     3.0 19.40 999.00 27.10  98.4  7.70   1.80    99 99.00 99.00
2020 09 06 13 23     3.0 19.30 999.00 27.00  96.1  7.60   1.60    99 99.00 99.00
2020 09 07 07 19    21.0 10.40 999.00 29.80  22.7  2.10 999.00    99 99.00 99.00
2020 09 07 13 23     3.0 19.40 999.00 27.30  96.2  7.50   1.50    99 99.00 99.00
2020 09 08 01 22     3.0 17.80 999.00 28.20  97.8  7.80   1.40    99 99.00 99.00
2020 09 08 07 23     3.0 17.90 999.00 28.40  96.4  7.70   1.50    99 99.00 99.00
2020 09 08 13 23     3.0 18.80 999.00 27.00  95.2  7.50   1.80    99 99.00 99.00
2020 09 09 01 22     3.0 18.20 999.00 27.80  98.4  7.90   2.20    99 99.00 99.00
2020 09 09 07 23     3.0 18.20 999.00 27.70  95.8  7.70   2.20    99 99.00 99.00
2020 09 09 13 23     3.0 18.50 999.00 27.10  93.6  7.50   2.00    99 99.00 99.00
2020 09 09 19 22     3.0 18.40 999.00 27.20  94.2  7.50   1.50    99 99.00 99.00
2020 09 10 01 22     3.0 18.60 999.00 27.30  96.4  7.70   1.90    99 99.00 99.00
2020 09 10 07 23     3.0 18.50 999.00 27.30  94.3  7.50   2.00    99 99.00 99.00
2020 09 10 13 23     3.0 18.40 999.00 27.10  93.0  7.40   2.00    99 99.00 99.00
2020 09 10 21 37     3.0 18.80 999.00 27.10  96.0  7.60   1.40    99 99.00 99.00
2020 09 11 01 22     3.0 19.00 999.00 27.10  98.7  7.80   1.90    99 99.00 99.00
2020 09 11 07 23     3.0 18.90 999.00 26.80  95.6  7.60   1.70    99 99.00 99.00
2020 09 11 19 22     3.0 18.50 999.00 27.30  96.6  7.70   1.50    99 99.00 99.00
2020 09 12 01 23     3.0 19.20 999.00 25.40  95.7  7.60   1.70    99 99.00 99.00
2020 09 12 07 23     3.0 18.50 999.00 26.30  95.6  7.70   1.90    99 99.00 99.00
2020 09 12 13 23     3.0 17.60 999.00 26.80  93.2  7.60   2.40    99 99.00 99.00
2020 09 13 01 23     3.0 15.90 999.00 28.30  89.7  7.50   4.70    99 99.00 99.00
2020 09 13 13 23     3.0 17.50 999.00 26.90  92.0  7.50   1.90    99 99.00 99.00
2020 09 14 07 23     3.0 16.50 999.00 28.00  91.8  7.60   2.40    99 99.00 99.00
2020 09 14 19 23     3.0 15.90 999.00 28.30  87.9  7.30   2.20    99 99.00 99.00
2020 09 15 07 23     3.0 17.30 999.00 26.50  91.5  7.50   1.70    99 99.00 99.00
2020 09 15 19 22     3.0 17.00 999.00 27.20  91.6  7.50   1.40    99 99.00 99.00
2020 09 16 07 23     3.0 17.20 999.00 27.40  93.2  7.60   1.90    99 99.00 99.00
2020 09 16 19 22     3.0 17.10 999.00 26.40  91.1  7.50   1.60    99 99.00 99.00
2020 09 17 07 23     3.0 16.60 999.00 27.60  91.4  7.50   2.40    99 99.00 99.00
2020 09 17 19 22     3.0 17.00 999.00 27.00  91.8  7.50   2.10    99 99.00 99.00
2020 09 18 07 23     3.0 17.50 999.00 26.60  92.1  7.50   3.00    99 99.00 99.00
2020 09 18 19 23     3.0 17.60 999.00 25.90  91.5  7.50   1.80    99 99.00 99.00
2020 09 19 07 23     3.0 17.40 999.00 24.80  91.2  7.50   2.40    99 99.00 99.00
2020 09 19 19 22     3.0 17.00 999.00 26.20  91.5  7.60   1.90    99 99.00 99.00
2020 09 20 07 23     3.0 17.60 999.00 24.90  91.5  7.50   2.00    99 99.00 99.00
2020 09 20 19 22     3.0 17.60 999.00 24.60  90.8  7.50   1.30    99 99.00 99.00
2020 09 21 07 23     3.0 17.10 999.00 26.40  95.2  7.80   2.60    99 99.00 99.00
2020 09 21 19 22     3.0 15.80 999.00 26.70  96.4  8.10   3.80    99 99.00 99.00
2020 09 22 07 23     3.0 15.80 999.00 26.70  95.3  8.00   3.90    99 99.00 99.00
2020 09 22 19 22     3.0 15.00 999.00 28.00  93.9  8.00   2.20    99 99.00 99.00
2020 09 23 07 23     3.0 14.30 999.00 28.90  90.4  7.70   7.20    99 99.00 99.00
2020 09 23 19 23     3.0 14.00 999.00 29.30  89.3  7.70   6.00    99 99.00 99.00
2020 09 24 07 23     3.0 13.40 999.00 27.60  67.4  5.90   4.30    99 99.00 99.00
2020 09 24 19 23     3.0 11.70 999.00 28.90  42.6  3.90   1.20    99 99.00 99.00
2020 09 25 07 23     3.0 12.00 999.00 28.60  46.4  4.20   2.40    99 99.00 99.00
2020 09 25 19 22     3.0 12.40 999.00 27.70  50.9  4.60   4.10    99 99.00 99.00
2020 09 26 07 23     3.0 10.90 999.00 29.10  36.1  3.30   1.90    99 99.00 99.00
2020 09 26 19 23     3.0 11.10 999.00 27.70  38.1  3.50   1.10    99 99.00 99.00
2020 09 27 07 23     3.0 11.20 999.00 28.60  40.3  3.70   4.00    99 99.00 99.00
2020 09 27 19 22     3.0 11.20 999.00 28.30  46.6  4.30   3.00    99 99.00 99.00
2020 09 28 07 23     3.0 12.70 999.00 25.50  95.4  8.60  11.80    99 99.00 99.00
2020 09 28 19 22     3.0 12.00 999.00 26.70  85.9  7.80  10.50    99 99.00 99.00
2020 09 29 07 23     3.0 12.80 999.00 27.10 108.9  9.70  16.80    99 99.00 99.00
2020 09 29 19 22     3.0 13.30 999.00 26.80 130.5 11.60  20.30    99 99.00 99.00
2020 09 30 07 23     3.0 14.60 999.00 27.00 139.1 12.00  16.60    99 99.00 99.00
2020 09 30 19 22     3.0 14.40 999.00 26.00 161.4 14.00  14.00    99 99.00 99.00
2020 10 01 07 23     3.0 14.60 999.00 25.20 170.1 14.80   6.10    99 99.00 99.00
2020 10 01 19 22     3.0 13.80 999.00 26.00 156.0 13.70   5.80    99 99.00 99.00
2020 10 02 07 23     3.0 13.80 999.00 26.40 149.6 13.20   4.60    99 99.00 99.00
2020 10 02 19 22     3.0 14.30 999.00 26.00 136.3 11.90   1.60    99 99.00 99.00
2020 10 03 07 23     3.0 14.20 999.00 26.10 135.2 11.80   2.10    99 99.00 99.00
2020 10 03 19 23     3.0 13.50 999.00 26.90 128.6 11.30   1.60    99 99.00 99.00
2020 10 04 07 23     3.0 14.50 999.00 25.70 122.7 10.70   0.90    99 99.00 99.00
2020 10 04 19 23     3.0 13.30 999.00 27.30 116.5 10.30   0.50    99 99.00 99.00
2020 10 05 07 23     3.0 14.30 999.00 26.10 102.4  8.90   0.80    99 99.00 99.00
2020 10 05 19 22     3.0 13.50 999.00 27.10 101.6  8.90 999.00    99 99.00 99.00
2020 10 06 07 23     3.0 14.80 999.00 25.10  99.8  8.70 999.00    99 99.00 99.00
2020 10 06 19 22     3.0 15.00 999.00 24.60  95.9  8.30 999.00    99 99.00 99.00
2020 10 07 07 23     3.0 15.30 999.00 24.30  99.3  8.60 999.00    99 99.00 99.00
2020 10 07 19 23     3.0 13.70 999.00 26.70  84.9  7.50 999.00    99 99.00 99.00
2020 10 08 07 23     3.0 14.80 999.00 24.90  92.9  8.10 999.00    99 99.00 99.00
2020 10 08 19 22     3.0 12.10 999.00 28.50  50.9  4.60 999.00    99 99.00 99.00
2020 10 09 07 23     3.0 13.30 999.00 26.30  69.8  6.20   0.50    99 99.00 99.00
2020 10 09 19 22     3.0 13.20 999.00 26.10  68.5  6.10   0.60    99 99.00 99.00
2020 10 10 07 23     3.0 12.00 999.00 27.80  54.9  5.00   3.00    99 99.00 99.00
2020 10 10 19 21     3.0 11.50 999.00 28.30  46.4  4.20   0.90    99 99.00 99.00
2020 10 11 07 23     3.0 10.60 999.00 29.00  38.2  3.50   0.90    99 99.00 99.00
