Date and Time, Depth (Ft), Oxygen Conc. (mg/L)
2023-09-26T12:20:44-0700, -49 ft, 6.9106
2023-09-26T12:20:44-0700, -52 ft, 6.8962
2023-09-26T12:20:44-0700, -56 ft, 6.8778
2023-09-26T12:20:44-0700, -59 ft, 6.8636
2023-09-26T12:20:44-0700, -62 ft, 6.8465
2023-09-26T12:20:44-0700, -3 ft, 7.0412
2023-09-26T12:20:44-0700, -7 ft, 7.0405
2023-09-26T12:20:44-0700, -10 ft, 7.0397
2023-09-26T12:20:44-0700, -13 ft, 7.039
2023-09-26T12:20:44-0700, -16 ft, 7.0376
2023-09-26T12:20:44-0700, -20 ft, 7.0417
2023-09-26T12:20:44-0700, -23 ft, 7.0464
2023-09-26T12:20:44-0700, -26 ft, 7.0436
2023-09-26T12:20:44-0700, -30 ft, 7.0392
2023-09-27T12:21:22-0700, -33 ft, 7.0654
2023-09-27T12:21:22-0700, -36 ft, 7.0381
2023-09-27T12:21:22-0700, -39 ft, 7.0129
2023-09-27T12:21:22-0700, -43 ft, 6.9904
2023-09-27T12:21:22-0700, -46 ft, 6.9717
2023-09-27T12:21:22-0700, -49 ft, 6.9578
2023-09-27T12:21:22-0700, -52 ft, 6.9463
2023-09-27T12:21:22-0700, -56 ft, 6.9369
2023-09-27T12:21:22-0700, -59 ft, 6.9309
2023-09-27T12:21:22-0700, -62 ft, 6.9276
2023-09-27T12:21:22-0700, -3 ft, 7.0967
2023-09-27T12:21:22-0700, -7 ft, 7.0922
2023-09-27T12:21:22-0700, -10 ft, 7.0878
2023-09-27T12:21:22-0700, -13 ft, 7.0833
2023-09-27T12:21:22-0700, -16 ft, 7.0841
2023-09-27T12:21:22-0700, -20 ft, 7.0877
2023-09-27T12:21:22-0700, -23 ft, 7.0913
2023-09-27T12:21:22-0700, -26 ft, 7.0944
2023-09-27T12:21:22-0700, -30 ft, 7.0866
2023-09-29T12:20:01-0700, -33 ft, 6.0539
2023-09-29T12:20:01-0700, -36 ft, 5.9738
2023-09-29T12:20:01-0700, -39 ft, 5.899
2023-09-29T12:20:01-0700, -43 ft, 5.8308
2023-09-29T12:20:01-0700, -46 ft, 5.8003
2023-09-29T12:20:01-0700, -49 ft, 5.7507
2023-09-29T12:20:01-0700, -52 ft, 5.7169
2023-09-29T12:20:01-0700, -56 ft, 5.739
2023-09-29T12:20:01-0700, -59 ft, 5.7486
2023-09-29T12:20:01-0700, -62 ft, 5.8084
2023-09-29T12:20:01-0700, -3 ft, 5.5227
2023-09-29T12:20:01-0700, -66 ft, 5.8579
2023-09-29T12:20:01-0700, -69 ft, 5.938
2023-09-29T12:20:01-0700, -72 ft, 6.0209
2023-09-29T12:20:01-0700, -75 ft, 6.1533
2023-09-29T12:20:01-0700, -79 ft, 6.4236
2023-09-29T12:20:01-0700, -82 ft, 6.6294
2023-09-29T12:20:01-0700, -85 ft, 6.7455
2023-09-29T12:20:01-0700, -89 ft, 6.8042
2023-09-29T12:20:01-0700, -92 ft, 6.8369
2023-09-29T12:20:01-0700, -7 ft, 5.4614
2023-09-29T12:20:01-0700, -10 ft, 5.4
2023-09-29T12:20:01-0700, -13 ft, 5.3387
2023-09-29T12:20:01-0700, -16 ft, 5.7019
2023-09-29T12:20:01-0700, -20 ft, 6.116
2023-09-29T12:20:01-0700, -23 ft, 6.2233
2023-09-29T12:20:01-0700, -26 ft, 6.2152
2023-09-29T12:20:01-0700, -30 ft, 6.142
2023-09-30T12:19:32-0700, -33 ft, 6.0539
2023-09-30T12:19:32-0700, -36 ft, 5.9738
2023-09-30T12:19:32-0700, -39 ft, 5.899
2023-09-30T12:19:32-0700, -43 ft, 5.8308
2023-09-30T12:19:32-0700, -46 ft, 5.8003
2023-09-30T12:19:32-0700, -49 ft, 5.7507
2023-09-30T12:19:32-0700, -52 ft, 5.7169
2023-09-30T12:19:32-0700, -56 ft, 5.739
2023-09-30T12:19:32-0700, -59 ft, 5.7486
2023-09-30T12:19:32-0700, -62 ft, 5.8084
2023-09-30T12:19:32-0700, -3 ft, 5.5227
2023-09-30T12:19:32-0700, -66 ft, 5.8579
2023-09-30T12:19:32-0700, -69 ft, 5.938
2023-09-30T12:19:32-0700, -72 ft, 6.0209
2023-09-30T12:19:32-0700, -75 ft, 6.1533
2023-09-30T12:19:32-0700, -79 ft, 6.4236
2023-09-30T12:19:32-0700, -82 ft, 6.6294
2023-09-30T12:19:32-0700, -85 ft, 6.7455
2023-09-30T12:19:32-0700, -89 ft, 6.8042
2023-09-30T12:19:32-0700, -92 ft, 6.8369
2023-09-30T12:19:32-0700, -7 ft, 5.4614
2023-09-30T12:19:32-0700, -10 ft, 5.4
2023-09-30T12:19:32-0700, -13 ft, 5.3387
2023-09-30T12:19:32-0700, -16 ft, 5.7019
2023-09-30T12:19:32-0700, -20 ft, 6.116
2023-09-30T12:19:32-0700, -23 ft, 6.2233
2023-09-30T12:19:32-0700, -26 ft, 6.2152
2023-09-30T12:19:32-0700, -30 ft, 6.142
2023-10-01T12:19:17-0700, -33 ft, 6.0539
2023-10-01T12:19:17-0700, -36 ft, 5.9738
2023-10-01T12:19:17-0700, -39 ft, 5.899
2023-10-01T12:19:17-0700, -43 ft, 5.8308
2023-10-01T12:19:17-0700, -46 ft, 5.8003
2023-10-01T12:19:17-0700, -49 ft, 5.7507
2023-10-01T12:19:17-0700, -52 ft, 5.7169
2023-10-01T12:19:17-0700, -56 ft, 5.739
2023-10-01T12:19:17-0700, -59 ft, 5.7486
2023-10-01T12:19:17-0700, -62 ft, 5.8084
2023-10-01T12:19:17-0700, -3 ft, 5.5227
2023-10-01T12:19:17-0700, -66 ft, 5.8579
2023-10-01T12:19:17-0700, -69 ft, 5.938
2023-10-01T12:19:17-0700, -72 ft, 6.0209
2023-10-01T12:19:17-0700, -75 ft, 6.1533
2023-10-01T12:19:17-0700, -79 ft, 6.4236
2023-10-01T12:19:17-0700, -82 ft, 6.6294
2023-10-01T12:19:17-0700, -85 ft, 6.7455
2023-10-01T12:19:17-0700, -89 ft, 6.8042
2023-10-01T12:19:17-0700, -92 ft, 6.8369
2023-10-01T12:19:17-0700, -7 ft, 5.4614
2023-10-01T12:19:17-0700, -10 ft, 5.4
2023-10-01T12:19:17-0700, -13 ft, 5.3387
2023-10-01T12:19:17-0700, -16 ft, 5.7019
2023-10-01T12:19:17-0700, -20 ft, 6.116
2023-10-01T12:19:17-0700, -23 ft, 6.2233
2023-10-01T12:19:17-0700, -26 ft, 6.2152
2023-10-01T12:19:17-0700, -30 ft, 6.142
2023-10-02T12:19:57-0700, -33 ft, 6.0539
2023-10-02T12:19:57-0700, -36 ft, 5.9738
2023-10-02T12:19:57-0700, -39 ft, 5.899
2023-10-02T12:19:57-0700, -43 ft, 5.8308
2023-10-02T12:19:57-0700, -46 ft, 5.8003
2023-10-02T12:19:57-0700, -49 ft, 5.7507
2023-10-02T12:19:57-0700, -52 ft, 5.7169
2023-10-02T12:19:57-0700, -56 ft, 5.739
2023-10-02T12:19:57-0700, -59 ft, 5.7486
2023-10-02T12:19:57-0700, -62 ft, 5.8084
2023-10-02T12:19:57-0700, -3 ft, 5.5227
2023-10-02T12:19:57-0700, -66 ft, 5.8579
2023-10-02T12:19:57-0700, -69 ft, 5.938
2023-10-02T12:19:57-0700, -72 ft, 6.0209
2023-10-02T12:19:57-0700, -75 ft, 6.1533
2023-10-02T12:19:57-0700, -79 ft, 6.4236
2023-10-02T12:19:57-0700, -82 ft, 6.6294
2023-10-02T12:19:57-0700, -85 ft, 6.7455
2023-10-02T12:19:57-0700, -89 ft, 6.8042
2023-10-02T12:19:57-0700, -92 ft, 6.8369
2023-10-02T12:19:57-0700, -7 ft, 5.4614
2023-10-02T12:19:57-0700, -10 ft, 5.4
2023-10-02T12:19:57-0700, -13 ft, 5.3387
2023-10-02T12:19:57-0700, -16 ft, 5.7019
2023-10-02T12:19:57-0700, -20 ft, 6.116
2023-10-02T12:19:57-0700, -23 ft, 6.2233
2023-10-02T12:19:57-0700, -26 ft, 6.2152
2023-10-02T12:19:57-0700, -30 ft, 6.142
2023-10-03T12:19:42-0700, -33 ft, 6.0539
2023-10-03T12:19:42-0700, -36 ft, 5.9738
2023-10-03T12:19:42-0700, -39 ft, 5.899
2023-10-03T12:19:42-0700, -43 ft, 5.8308
2023-10-03T12:19:42-0700, -46 ft, 5.8003
2023-10-03T12:19:42-0700, -49 ft, 5.7507
2023-10-03T12:19:42-0700, -52 ft, 5.7169
2023-10-03T12:19:42-0700, -56 ft, 5.739
2023-10-03T12:19:42-0700, -59 ft, 5.7486
2023-10-03T12:19:42-0700, -62 ft, 5.8084
2023-10-03T12:19:42-0700, -3 ft, 5.5227
2023-10-03T12:19:42-0700, -66 ft, 5.8579
2023-10-03T12:19:42-0700, -69 ft, 5.938
2023-10-03T12:19:42-0700, -72 ft, 6.0209
2023-10-03T12:19:42-0700, -75 ft, 6.1533
2023-10-03T12:19:42-0700, -79 ft, 6.4236
2023-10-03T12:19:42-0700, -82 ft, 6.6294
2023-10-03T12:19:42-0700, -85 ft, 6.7455
2023-10-03T12:19:42-0700, -89 ft, 6.8042
2023-10-03T12:19:42-0700, -92 ft, 6.8369
2023-10-03T12:19:42-0700, -7 ft, 5.4614
2023-10-03T12:19:42-0700, -10 ft, 5.4
2023-10-03T12:19:42-0700, -13 ft, 5.3387
2023-10-03T12:19:42-0700, -16 ft, 5.7019
2023-10-03T12:19:42-0700, -20 ft, 6.116
2023-10-03T12:19:42-0700, -23 ft, 6.2233
2023-10-03T12:19:42-0700, -26 ft, 6.2152
2023-10-03T12:19:42-0700, -30 ft, 6.142
2023-10-04T12:19:54-0700, -33 ft, 6.0539
2023-10-04T12:19:54-0700, -36 ft, 5.9738
2023-10-04T12:19:54-0700, -39 ft, 5.899
2023-10-04T12:19:54-0700, -43 ft, 5.8308
2023-10-04T12:19:54-0700, -46 ft, 5.8003
2023-10-04T12:19:54-0700, -49 ft, 5.7507
2023-10-04T12:19:54-0700, -52 ft, 5.7169
2023-10-04T12:19:54-0700, -56 ft, 5.739
2023-10-04T12:19:54-0700, -59 ft, 5.7486
2023-10-04T12:19:54-0700, -62 ft, 5.8084
2023-10-04T12:19:54-0700, -3 ft, 5.5227
2023-10-04T12:19:54-0700, -66 ft, 5.8579
2023-10-04T12:19:54-0700, -69 ft, 5.938
2023-10-04T12:19:54-0700, -72 ft, 6.0209
2023-10-04T12:19:54-0700, -75 ft, 6.1533
2023-10-04T12:19:54-0700, -79 ft, 6.4236
2023-10-04T12:19:54-0700, -82 ft, 6.6294
2023-10-04T12:19:54-0700, -85 ft, 6.7455
2023-10-04T12:19:54-0700, -89 ft, 6.8042
2023-10-04T12:19:54-0700, -92 ft, 6.8369
2023-10-04T12:19:54-0700, -7 ft, 5.4614
2023-10-04T12:19:54-0700, -10 ft, 5.4
2023-10-04T12:19:54-0700, -13 ft, 5.3387
2023-10-04T12:19:54-0700, -16 ft, 5.7019
2023-10-04T12:19:54-0700, -20 ft, 6.116
2023-10-04T12:19:54-0700, -23 ft, 6.2233
2023-10-04T12:19:54-0700, -26 ft, 6.2152
2023-10-04T12:19:54-0700, -30 ft, 6.142
2023-10-05T12:19:40-0700, -33 ft, 6.0539
2023-10-05T12:19:40-0700, -36 ft, 5.9738
2023-10-05T12:19:40-0700, -39 ft, 5.899
2023-10-05T12:19:40-0700, -43 ft, 5.8308
2023-10-05T12:19:40-0700, -46 ft, 5.8003
2023-10-05T12:19:40-0700, -49 ft, 5.7507
2023-10-05T12:19:40-0700, -52 ft, 5.7169
2023-10-05T12:19:40-0700, -56 ft, 5.739
2023-10-05T12:19:40-0700, -59 ft, 5.7486
2023-10-05T12:19:40-0700, -62 ft, 5.8084
2023-10-05T12:19:40-0700, -3 ft, 5.5227
2023-10-05T12:19:40-0700, -66 ft, 5.8579
2023-10-05T12:19:40-0700, -69 ft, 5.938
2023-10-05T12:19:40-0700, -72 ft, 6.0209
2023-10-05T12:19:40-0700, -75 ft, 6.1533
2023-10-05T12:19:40-0700, -79 ft, 6.4236
2023-10-05T12:19:40-0700, -82 ft, 6.6294
2023-10-05T12:19:40-0700, -85 ft, 6.7455
2023-10-05T12:19:40-0700, -89 ft, 6.8042
2023-10-05T12:19:40-0700, -92 ft, 6.8369
2023-10-05T12:19:40-0700, -7 ft, 5.4614
2023-10-05T12:19:40-0700, -10 ft, 5.4
2023-10-05T12:19:40-0700, -13 ft, 5.3387
2023-10-05T12:19:40-0700, -16 ft, 5.7019
2023-10-05T12:19:40-0700, -20 ft, 6.116
2023-10-05T12:19:40-0700, -23 ft, 6.2233
2023-10-05T12:19:40-0700, -26 ft, 6.2152
2023-10-05T12:19:40-0700, -30 ft, 6.142
2023-10-06T12:19:32-0700, -33 ft, 6.0539
2023-10-06T12:19:32-0700, -36 ft, 5.9738
2023-10-06T12:19:32-0700, -39 ft, 5.899
2023-10-06T12:19:32-0700, -43 ft, 5.8308
2023-10-06T12:19:32-0700, -46 ft, 5.8003
2023-10-06T12:19:32-0700, -49 ft, 5.7507
2023-10-06T12:19:32-0700, -52 ft, 5.7169
2023-10-06T12:19:32-0700, -56 ft, 5.739
2023-10-06T12:19:32-0700, -59 ft, 5.7486
2023-10-06T12:19:32-0700, -62 ft, 5.8084
2023-10-06T12:19:32-0700, -3 ft, 5.5227
2023-10-06T12:19:32-0700, -66 ft, 5.8579
2023-10-06T12:19:32-0700, -69 ft, 5.938
2023-10-06T12:19:32-0700, -72 ft, 6.0209
2023-10-06T12:19:32-0700, -75 ft, 6.1533
2023-10-06T12:19:32-0700, -79 ft, 6.4236
2023-10-06T12:19:32-0700, -82 ft, 6.6294
2023-10-06T12:19:32-0700, -85 ft, 6.7455
2023-10-06T12:19:32-0700, -89 ft, 6.8042
2023-10-06T12:19:32-0700, -92 ft, 6.8369
2023-10-06T12:19:32-0700, -7 ft, 5.4614
2023-10-06T12:19:32-0700, -10 ft, 5.4
2023-10-06T12:19:32-0700, -13 ft, 5.3387
2023-10-06T12:19:32-0700, -16 ft, 5.7019
2023-10-06T12:19:32-0700, -20 ft, 6.116
2023-10-06T12:19:32-0700, -23 ft, 6.2233
2023-10-06T12:19:32-0700, -26 ft, 6.2152
2023-10-06T12:19:32-0700, -30 ft, 6.142
2023-10-07T12:19:47-0700, -33 ft, 6.0539
2023-10-07T12:19:47-0700, -36 ft, 5.9738
2023-10-07T12:19:47-0700, -39 ft, 5.899
2023-10-07T12:19:47-0700, -43 ft, 5.8308
2023-10-07T12:19:47-0700, -46 ft, 5.8003
2023-10-07T12:19:47-0700, -49 ft, 5.7507
2023-10-07T12:19:47-0700, -52 ft, 5.7169
2023-10-07T12:19:47-0700, -56 ft, 5.739
2023-10-07T12:19:47-0700, -59 ft, 5.7486
2023-10-07T12:19:47-0700, -62 ft, 5.8084
2023-10-07T12:19:47-0700, -3 ft, 5.5227
2023-10-07T12:19:47-0700, -66 ft, 5.8579
2023-10-07T12:19:47-0700, -69 ft, 5.938
2023-10-07T12:19:47-0700, -72 ft, 6.0209
2023-10-07T12:19:47-0700, -75 ft, 6.1533
2023-10-07T12:19:47-0700, -79 ft, 6.4236
2023-10-07T12:19:47-0700, -82 ft, 6.6294
2023-10-07T12:19:47-0700, -85 ft, 6.7455
2023-10-07T12:19:47-0700, -89 ft, 6.8042
2023-10-07T12:19:47-0700, -92 ft, 6.8369
2023-10-07T12:19:47-0700, -7 ft, 5.4614
2023-10-07T12:19:47-0700, -10 ft, 5.4
2023-10-07T12:19:47-0700, -13 ft, 5.3387
2023-10-07T12:19:47-0700, -16 ft, 5.7019
2023-10-07T12:19:47-0700, -20 ft, 6.116
2023-10-07T12:19:47-0700, -23 ft, 6.2233
2023-10-07T12:19:47-0700, -26 ft, 6.2152
2023-10-07T12:19:47-0700, -30 ft, 6.142
2023-10-08T12:20:25-0700, -33 ft, 6.0539
2023-10-08T12:20:25-0700, -36 ft, 5.9738
2023-10-08T12:20:25-0700, -39 ft, 5.899
2023-10-08T12:20:25-0700, -43 ft, 5.8308
2023-10-08T12:20:25-0700, -46 ft, 5.8003
2023-10-08T12:20:25-0700, -49 ft, 5.7507
2023-10-08T12:20:25-0700, -52 ft, 5.7169
2023-10-08T12:20:25-0700, -56 ft, 5.739
2023-10-08T12:20:25-0700, -59 ft, 5.7486
2023-10-08T12:20:25-0700, -62 ft, 5.8084
2023-10-08T12:20:25-0700, -3 ft, 5.5227
2023-10-08T12:20:25-0700, -66 ft, 5.8579
2023-10-08T12:20:25-0700, -69 ft, 5.938
2023-10-08T12:20:25-0700, -72 ft, 6.0209
2023-10-08T12:20:25-0700, -75 ft, 6.1533
2023-10-08T12:20:25-0700, -79 ft, 6.4236
2023-10-08T12:20:25-0700, -82 ft, 6.6294
2023-10-08T12:20:25-0700, -85 ft, 6.7455
2023-10-08T12:20:25-0700, -89 ft, 6.8042
2023-10-08T12:20:25-0700, -92 ft, 6.8369
2023-10-08T12:20:25-0700, -7 ft, 5.4614
2023-10-08T12:20:25-0700, -10 ft, 5.4
2023-10-08T12:20:25-0700, -13 ft, 5.3387
2023-10-08T12:20:25-0700, -16 ft, 5.7019
2023-10-08T12:20:25-0700, -20 ft, 6.116
2023-10-08T12:20:25-0700, -23 ft, 6.2233
2023-10-08T12:20:25-0700, -26 ft, 6.2152
2023-10-08T12:20:25-0700, -30 ft, 6.142
2023-10-09T12:21:07-0700, -33 ft, 6.0539
2023-10-09T12:21:07-0700, -36 ft, 5.9738
2023-10-09T12:21:07-0700, -39 ft, 5.899
2023-10-09T12:21:07-0700, -43 ft, 5.8308
2023-10-09T12:21:07-0700, -46 ft, 5.8003
2023-10-09T12:21:07-0700, -49 ft, 5.7507
2023-10-09T12:21:07-0700, -52 ft, 5.7169
2023-10-09T12:21:07-0700, -56 ft, 5.739
2023-10-09T12:21:07-0700, -59 ft, 5.7486
2023-10-09T12:21:07-0700, -62 ft, 5.8084
2023-10-09T12:21:07-0700, -3 ft, 5.5227
2023-10-09T12:21:07-0700, -66 ft, 5.8579
2023-10-09T12:21:07-0700, -69 ft, 5.938
2023-10-09T12:21:07-0700, -72 ft, 6.0209
2023-10-09T12:21:07-0700, -75 ft, 6.1533
2023-10-09T12:21:07-0700, -79 ft, 6.4236
2023-10-09T12:21:07-0700, -82 ft, 6.6294
2023-10-09T12:21:07-0700, -85 ft, 6.7455
2023-10-09T12:21:07-0700, -89 ft, 6.8042
2023-10-09T12:21:07-0700, -92 ft, 6.8369
2023-10-09T12:21:07-0700, -7 ft, 5.4614
2023-10-09T12:21:07-0700, -10 ft, 5.4
2023-10-09T12:21:07-0700, -13 ft, 5.3387
2023-10-09T12:21:07-0700, -16 ft, 5.7019
2023-10-09T12:21:07-0700, -20 ft, 6.116
2023-10-09T12:21:07-0700, -23 ft, 6.2233
2023-10-09T12:21:07-0700, -26 ft, 6.2152
2023-10-09T12:21:07-0700, -30 ft, 6.142
2023-10-10T12:21:09-0700, -33 ft, 6.0539
2023-10-10T12:21:09-0700, -36 ft, 5.9738
2023-10-10T12:21:09-0700, -39 ft, 5.899
2023-10-10T12:21:09-0700, -43 ft, 5.8308
2023-10-10T12:21:09-0700, -46 ft, 5.8003
2023-10-10T12:21:09-0700, -49 ft, 5.7507
2023-10-10T12:21:09-0700, -52 ft, 5.7169
2023-10-10T12:21:09-0700, -56 ft, 5.739
2023-10-10T12:21:09-0700, -59 ft, 5.7486
2023-10-10T12:21:09-0700, -62 ft, 5.8084
2023-10-10T12:21:09-0700, -3 ft, 5.5227
2023-10-10T12:21:09-0700, -66 ft, 5.8579
2023-10-10T12:21:09-0700, -69 ft, 5.938
2023-10-10T12:21:09-0700, -72 ft, 6.0209
2023-10-10T12:21:09-0700, -75 ft, 6.1533
2023-10-10T12:21:09-0700, -79 ft, 6.4236
2023-10-10T12:21:09-0700, -82 ft, 6.6294
2023-10-10T12:21:09-0700, -85 ft, 6.7455
2023-10-10T12:21:09-0700, -89 ft, 6.8042
2023-10-10T12:21:09-0700, -92 ft, 6.8369
2023-10-10T12:21:09-0700, -7 ft, 5.4614
2023-10-10T12:21:09-0700, -10 ft, 5.4
2023-10-10T12:21:09-0700, -13 ft, 5.3387
2023-10-10T12:21:09-0700, -16 ft, 5.7019
2023-10-10T12:21:09-0700, -20 ft, 6.116
2023-10-10T12:21:09-0700, -23 ft, 6.2233
2023-10-10T12:21:09-0700, -26 ft, 6.2152
2023-10-10T12:21:09-0700, -30 ft, 6.142
2023-10-11T12:20:36-0700, -33 ft, 6.0539
2023-10-11T12:20:36-0700, -36 ft, 5.9738
2023-10-11T12:20:36-0700, -39 ft, 5.899
2023-10-11T12:20:36-0700, -43 ft, 5.8308
2023-10-11T12:20:36-0700, -46 ft, 5.8003
2023-10-11T12:20:36-0700, -49 ft, 5.7507
2023-10-11T12:20:36-0700, -52 ft, 5.7169
2023-10-11T12:20:36-0700, -56 ft, 5.739
2023-10-11T12:20:36-0700, -59 ft, 5.7486
2023-10-11T12:20:36-0700, -62 ft, 5.8084
2023-10-11T12:20:36-0700, -3 ft, 5.5227
2023-10-11T12:20:36-0700, -66 ft, 5.8579
2023-10-11T12:20:36-0700, -69 ft, 5.938
2023-10-11T12:20:36-0700, -72 ft, 6.0209
2023-10-11T12:20:36-0700, -75 ft, 6.1533
2023-10-11T12:20:36-0700, -79 ft, 6.4236
2023-10-11T12:20:36-0700, -82 ft, 6.6294
2023-10-11T12:20:36-0700, -85 ft, 6.7455
2023-10-11T12:20:36-0700, -89 ft, 6.8042
2023-10-11T12:20:36-0700, -92 ft, 6.8369
2023-10-11T12:20:36-0700, -7 ft, 5.4614
2023-10-11T12:20:36-0700, -10 ft, 5.4
2023-10-11T12:20:36-0700, -13 ft, 5.3387
2023-10-11T12:20:36-0700, -16 ft, 5.7019
2023-10-11T12:20:36-0700, -20 ft, 6.116
2023-10-11T12:20:36-0700, -23 ft, 6.2233
2023-10-11T12:20:36-0700, -26 ft, 6.2152
2023-10-11T12:20:36-0700, -30 ft, 6.142
2023-10-12T12:20:44-0700, -33 ft, 6.0539
2023-10-12T12:20:44-0700, -36 ft, 5.9738
2023-10-12T12:20:44-0700, -39 ft, 5.899
2023-10-12T12:20:44-0700, -43 ft, 5.8308
2023-10-12T12:20:44-0700, -46 ft, 5.8003
2023-10-12T12:20:44-0700, -49 ft, 5.7507
2023-10-12T12:20:44-0700, -52 ft, 5.7169
2023-10-12T12:20:44-0700, -56 ft, 5.739
2023-10-12T12:20:44-0700, -59 ft, 5.7486
2023-10-12T12:20:44-0700, -62 ft, 5.8084
2023-10-12T12:20:44-0700, -3 ft, 5.5227
2023-10-12T12:20:44-0700, -66 ft, 5.8579
2023-10-12T12:20:44-0700, -69 ft, 5.938
2023-10-12T12:20:44-0700, -72 ft, 6.0209
2023-10-12T12:20:44-0700, -75 ft, 6.1533
2023-10-12T12:20:44-0700, -79 ft, 6.4236
2023-10-12T12:20:44-0700, -82 ft, 6.6294
2023-10-12T12:20:44-0700, -85 ft, 6.7455
2023-10-12T12:20:44-0700, -89 ft, 6.8042
2023-10-12T12:20:44-0700, -92 ft, 6.8369
2023-10-12T12:20:44-0700, -7 ft, 5.4614
2023-10-12T12:20:44-0700, -10 ft, 5.4
2023-10-12T12:20:44-0700, -13 ft, 5.3387
2023-10-12T12:20:44-0700, -16 ft, 5.7019
2023-10-12T12:20:44-0700, -20 ft, 6.116
2023-10-12T12:20:44-0700, -23 ft, 6.2233
2023-10-12T12:20:44-0700, -26 ft, 6.2152
2023-10-12T12:20:44-0700, -30 ft, 6.142
2023-10-13T12:20:16-0700, -33 ft, 6.0539
2023-10-13T12:20:16-0700, -36 ft, 5.9738
2023-10-13T12:20:16-0700, -39 ft, 5.899
2023-10-13T12:20:16-0700, -43 ft, 5.8308
2023-10-13T12:20:16-0700, -46 ft, 5.8003
2023-10-13T12:20:16-0700, -49 ft, 5.7507
2023-10-13T12:20:16-0700, -52 ft, 5.7169
2023-10-13T12:20:16-0700, -56 ft, 5.739
2023-10-13T12:20:16-0700, -59 ft, 5.7486
2023-10-13T12:20:16-0700, -62 ft, 5.8084
2023-10-13T12:20:16-0700, -3 ft, 5.5227
2023-10-13T12:20:16-0700, -66 ft, 5.8579
2023-10-13T12:20:16-0700, -69 ft, 5.938
2023-10-13T12:20:16-0700, -72 ft, 6.0209
2023-10-13T12:20:16-0700, -75 ft, 6.1533
2023-10-13T12:20:16-0700, -79 ft, 6.4236
2023-10-13T12:20:16-0700, -82 ft, 6.6294
2023-10-13T12:20:16-0700, -85 ft, 6.7455
2023-10-13T12:20:16-0700, -89 ft, 6.8042
2023-10-13T12:20:16-0700, -92 ft, 6.8369
2023-10-13T12:20:16-0700, -7 ft, 5.4614
2023-10-13T12:20:16-0700, -10 ft, 5.4
2023-10-13T12:20:16-0700, -13 ft, 5.3387
2023-10-13T12:20:16-0700, -16 ft, 5.7019
2023-10-13T12:20:16-0700, -20 ft, 6.116
2023-10-13T12:20:16-0700, -23 ft, 6.2233
2023-10-13T12:20:16-0700, -26 ft, 6.2152
2023-10-13T12:20:16-0700, -30 ft, 6.142
2023-10-14T12:19:58-0700, -33 ft, 6.0539
2023-10-14T12:19:58-0700, -36 ft, 5.9738
2023-10-14T12:19:58-0700, -39 ft, 5.899
2023-10-14T12:19:58-0700, -43 ft, 5.8308
2023-10-14T12:19:58-0700, -46 ft, 5.8003
2023-10-14T12:19:58-0700, -49 ft, 5.7507
2023-10-14T12:19:58-0700, -52 ft, 5.7169
2023-10-14T12:19:58-0700, -56 ft, 5.739
2023-10-14T12:19:58-0700, -59 ft, 5.7486
2023-10-14T12:19:58-0700, -62 ft, 5.8084
2023-10-14T12:19:58-0700, -3 ft, 5.5227
2023-10-14T12:19:58-0700, -66 ft, 5.8579
2023-10-14T12:19:58-0700, -69 ft, 5.938
2023-10-14T12:19:58-0700, -72 ft, 6.0209
2023-10-14T12:19:58-0700, -75 ft, 6.1533
2023-10-14T12:19:58-0700, -79 ft, 6.4236
2023-10-14T12:19:58-0700, -82 ft, 6.6294
2023-10-14T12:19:58-0700, -85 ft, 6.7455
2023-10-14T12:19:58-0700, -89 ft, 6.8042
2023-10-14T12:19:58-0700, -92 ft, 6.8369
2023-10-14T12:19:58-0700, -7 ft, 5.4614
2023-10-14T12:19:58-0700, -10 ft, 5.4
2023-10-14T12:19:58-0700, -13 ft, 5.3387
2023-10-14T12:19:58-0700, -16 ft, 5.7019
2023-10-14T12:19:58-0700, -20 ft, 6.116
2023-10-14T12:19:58-0700, -23 ft, 6.2233
2023-10-14T12:19:58-0700, -26 ft, 6.2152
2023-10-14T12:19:58-0700, -30 ft, 6.142
2023-10-15T12:19:58-0700, -33 ft, 6.0539
2023-10-15T12:19:58-0700, -36 ft, 5.9738
2023-10-15T12:19:58-0700, -39 ft, 5.899
2023-10-15T12:19:58-0700, -43 ft, 5.8308
2023-10-15T12:19:58-0700, -46 ft, 5.8003
2023-10-15T12:19:58-0700, -49 ft, 5.7507
2023-10-15T12:19:58-0700, -52 ft, 5.7169
2023-10-15T12:19:58-0700, -56 ft, 5.739
2023-10-15T12:19:58-0700, -59 ft, 5.7486
2023-10-15T12:19:58-0700, -62 ft, 5.8084
2023-10-15T12:19:58-0700, -3 ft, 5.5227
2023-10-15T12:19:58-0700, -66 ft, 5.8579
2023-10-15T12:19:58-0700, -69 ft, 5.938
2023-10-15T12:19:58-0700, -72 ft, 6.0209
2023-10-15T12:19:58-0700, -75 ft, 6.1533
2023-10-15T12:19:58-0700, -79 ft, 6.4236
2023-10-15T12:19:58-0700, -82 ft, 6.6294
2023-10-15T12:19:58-0700, -85 ft, 6.7455
2023-10-15T12:19:58-0700, -89 ft, 6.8042
2023-10-15T12:19:58-0700, -92 ft, 6.8369
2023-10-15T12:19:58-0700, -7 ft, 5.4614
