Date and Time, Depth (Ft), Oxygen Conc. (mg/L)
2023-09-24T00:21:03-0700, -10 ft, 2.9114
2023-09-24T00:21:03-0700, -13 ft, 2.8988
2023-09-24T00:21:03-0700, -16 ft, 2.8807
2023-09-24T00:21:03-0700, -20 ft, 2.8576
2023-09-24T00:21:03-0700, -23 ft, 2.8366
2023-09-24T00:21:03-0700, -26 ft, 2.819
2023-09-24T00:21:03-0700, -30 ft, 2.7911
2023-09-24T12:20:57-0700, -33 ft, 2.6754
2023-09-24T12:20:57-0700, -36 ft, 2.6759
2023-09-24T12:20:57-0700, -39 ft, 2.6848
2023-09-24T12:20:57-0700, -43 ft, 2.7119
2023-09-24T12:20:57-0700, -46 ft, 2.7474
2023-09-24T12:20:57-0700, -49 ft, 2.7757
2023-09-24T12:20:57-0700, -52 ft, 2.8009
2023-09-24T12:20:57-0700, -56 ft, 2.8247
2023-09-24T12:20:57-0700, -59 ft, 2.8448
2023-09-24T12:20:57-0700, -62 ft, 2.8611
2023-09-24T12:20:57-0700, -3 ft, 3.0334
2023-09-24T12:20:57-0700, -66 ft, 2.9092
2023-09-24T12:20:57-0700, -7 ft, 3.0238
2023-09-24T12:20:57-0700, -10 ft, 3.0141
2023-09-24T12:20:57-0700, -13 ft, 2.9913
2023-09-24T12:20:57-0700, -16 ft, 2.9355
2023-09-24T12:20:57-0700, -20 ft, 2.8546
2023-09-24T12:20:57-0700, -23 ft, 2.7725
2023-09-24T12:20:57-0700, -26 ft, 2.7146
2023-09-24T12:20:57-0700, -30 ft, 2.6856
2023-09-25T00:21:01-0700, -33 ft, 2.7656
2023-09-25T00:21:01-0700, -36 ft, 2.7588
2023-09-25T00:21:01-0700, -39 ft, 2.7624
2023-09-25T00:21:01-0700, -43 ft, 2.7834
2023-09-25T00:21:01-0700, -46 ft, 2.812
2023-09-25T00:21:01-0700, -49 ft, 2.8365
2023-09-25T00:21:01-0700, -52 ft, 2.8623
2023-09-25T00:21:01-0700, -56 ft, 2.8901
2023-09-25T00:21:01-0700, -59 ft, 2.9266
2023-09-25T00:21:01-0700, -62 ft, 2.9686
2023-09-25T00:21:01-0700, -3 ft, 1.6997
2023-09-25T00:21:01-0700, -66 ft, 2.9988
2023-09-25T00:21:01-0700, -69 ft, 3.0187
2023-09-25T00:21:01-0700, -72 ft, 3.0343
2023-09-25T00:21:01-0700, -75 ft, 3.0475
2023-09-25T00:21:01-0700, -79 ft, 3.0573
2023-09-25T00:21:01-0700, -82 ft, 3.0622
2023-09-25T00:21:01-0700, -85 ft, 3.0683
2023-09-25T00:21:01-0700, -89 ft, 3.0704
2023-09-25T00:21:01-0700, -92 ft, 3.071
2023-09-25T00:21:01-0700, -7 ft, 2.3324
2023-09-25T00:21:01-0700, -10 ft, 2.9652
2023-09-25T00:21:01-0700, -13 ft, 3.0093
2023-09-25T00:21:01-0700, -16 ft, 2.9393
2023-09-25T00:21:01-0700, -20 ft, 2.854
2023-09-25T00:21:01-0700, -23 ft, 2.809
2023-09-25T00:21:01-0700, -26 ft, 2.7881
2023-09-25T00:21:01-0700, -30 ft, 2.7754
2023-09-25T12:21:01-0700, -33 ft, 2.6528
2023-09-25T12:21:01-0700, -36 ft, 2.6774
2023-09-25T12:21:01-0700, -39 ft, 2.7156
2023-09-25T12:21:01-0700, -43 ft, 2.7526
2023-09-25T12:21:01-0700, -46 ft, 2.7789
2023-09-25T12:21:01-0700, -49 ft, 2.7953
2023-09-25T12:21:01-0700, -52 ft, 2.8074
2023-09-25T12:21:01-0700, -56 ft, 2.8171
2023-09-25T12:21:01-0700, -59 ft, 2.8285
2023-09-25T12:21:01-0700, -62 ft, 2.8485
2023-09-25T12:21:01-0700, -3 ft, 2.7846
2023-09-25T12:21:01-0700, -66 ft, 2.917
2023-09-25T12:21:01-0700, -7 ft, 2.8008
2023-09-25T12:21:01-0700, -10 ft, 2.817
2023-09-25T12:21:01-0700, -13 ft, 2.8012
2023-09-25T12:21:01-0700, -16 ft, 2.7403
2023-09-25T12:21:01-0700, -20 ft, 2.6827
2023-09-25T12:21:01-0700, -23 ft, 2.6482
2023-09-25T12:21:01-0700, -26 ft, 2.6343
2023-09-25T12:21:01-0700, -30 ft, 2.6404
2023-09-26T00:21:02-0700, -33 ft, 2.6373
2023-09-26T00:21:02-0700, -36 ft, 2.6525
2023-09-26T00:21:02-0700, -39 ft, 2.7018
2023-09-26T00:21:02-0700, -43 ft, 2.7499
2023-09-26T00:21:02-0700, -46 ft, 2.7833
2023-09-26T00:21:02-0700, -49 ft, 2.8138
2023-09-26T00:21:02-0700, -52 ft, 2.8417
2023-09-26T00:21:02-0700, -56 ft, 2.8672
2023-09-26T00:21:02-0700, -59 ft, 2.8919
2023-09-26T00:21:02-0700, -62 ft, 2.9141
2023-09-26T00:21:02-0700, -3 ft, 2.9113
2023-09-26T00:21:02-0700, -66 ft, 2.9582
2023-09-26T00:21:02-0700, -7 ft, 2.923
2023-09-26T00:21:02-0700, -10 ft, 2.9347
2023-09-26T00:21:02-0700, -13 ft, 2.9192
2023-09-26T00:21:02-0700, -16 ft, 2.8513
2023-09-26T00:21:02-0700, -20 ft, 2.759
2023-09-26T00:21:02-0700, -23 ft, 2.695
2023-09-26T00:21:02-0700, -26 ft, 2.6658
2023-09-26T00:21:02-0700, -30 ft, 2.6497
2023-09-26T12:21:00-0700, -33 ft, 2.7652
2023-09-26T12:21:00-0700, -36 ft, 2.7624
2023-09-26T12:21:00-0700, -39 ft, 2.7721
2023-09-26T12:21:00-0700, -43 ft, 2.785
2023-09-26T12:21:00-0700, -46 ft, 2.8086
2023-09-26T12:21:00-0700, -49 ft, 2.85
2023-09-26T12:21:00-0700, -52 ft, 2.8996
2023-09-26T12:21:00-0700, -56 ft, 2.9397
2023-09-26T12:21:00-0700, -59 ft, 2.9663
2023-09-26T12:21:00-0700, -62 ft, 2.9865
2023-09-26T12:21:00-0700, -3 ft, 3.1086
2023-09-26T12:21:00-0700, -66 ft, 3.0031
2023-09-26T12:21:00-0700, -69 ft, 3.0149
2023-09-26T12:21:00-0700, -72 ft, 3.0244
2023-09-26T12:21:00-0700, -75 ft, 3.0325
2023-09-26T12:21:00-0700, -79 ft, 3.0352
2023-09-26T12:21:00-0700, -82 ft, 3.0305
2023-09-26T12:21:00-0700, -85 ft, 3.0282
2023-09-26T12:21:00-0700, -89 ft, 3.0294
2023-09-26T12:21:00-0700, -92 ft, 3.0342
2023-09-26T12:21:00-0700, -7 ft, 3.097
2023-09-26T12:21:00-0700, -10 ft, 3.0854
2023-09-26T12:21:00-0700, -13 ft, 3.0738
2023-09-26T12:21:00-0700, -16 ft, 3.0202
2023-09-26T12:21:00-0700, -20 ft, 2.9245
2023-09-26T12:21:00-0700, -23 ft, 2.8503
2023-09-26T12:21:00-0700, -26 ft, 2.8086
2023-09-26T12:21:00-0700, -30 ft, 2.7794
2023-09-27T00:21:04-0700, -33 ft, 2.8911
2023-09-27T00:21:04-0700, -36 ft, 2.89
2023-09-27T00:21:04-0700, -39 ft, 2.8996
2023-09-27T00:21:04-0700, -43 ft, 2.9097
2023-09-27T00:21:04-0700, -46 ft, 2.9153
2023-09-27T00:21:04-0700, -49 ft, 2.9178
2023-09-27T00:21:04-0700, -52 ft, 2.9201
2023-09-27T00:21:04-0700, -56 ft, 2.9289
2023-09-27T00:21:04-0700, -59 ft, 2.9522
2023-09-27T00:21:04-0700, -62 ft, 2.9798
2023-09-27T00:21:04-0700, -3 ft, 3.2762
2023-09-27T00:21:04-0700, -66 ft, 3.0179
2023-09-27T00:21:04-0700, -7 ft, 3.2665
2023-09-27T00:21:04-0700, -10 ft, 3.2567
2023-09-27T00:21:04-0700, -13 ft, 3.2469
2023-09-27T00:21:04-0700, -16 ft, 3.2207
2023-09-27T00:21:04-0700, -20 ft, 3.1623
2023-09-27T00:21:04-0700, -23 ft, 3.0759
2023-09-27T00:21:04-0700, -26 ft, 2.9853
2023-09-27T00:21:04-0700, -30 ft, 2.9196
2023-09-27T12:20:36-0700, -33 ft, 3.0387
2023-09-27T12:20:36-0700, -36 ft, 3.0193
2023-09-27T12:20:36-0700, -39 ft, 3.0051
2023-09-27T12:20:36-0700, -43 ft, 2.9922
2023-09-27T12:20:36-0700, -46 ft, 2.9749
2023-09-27T12:20:36-0700, -49 ft, 2.9638
2023-09-27T12:20:36-0700, -52 ft, 2.9664
2023-09-27T12:20:36-0700, -56 ft, 2.9822
2023-09-27T12:20:36-0700, -59 ft, 3.006
2023-09-27T12:20:36-0700, -62 ft, 3.0284
2023-09-27T12:20:36-0700, -3 ft, 3.5148
2023-09-27T12:20:36-0700, -66 ft, 3.0736
2023-09-27T12:20:36-0700, -7 ft, 3.4857
2023-09-27T12:20:36-0700, -10 ft, 3.4566
2023-09-27T12:20:36-0700, -13 ft, 3.4238
2023-09-27T12:20:36-0700, -16 ft, 3.3685
2023-09-27T12:20:36-0700, -20 ft, 3.2844
2023-09-27T12:20:36-0700, -23 ft, 3.1899
2023-09-27T12:20:36-0700, -26 ft, 3.1129
2023-09-27T12:20:36-0700, -30 ft, 3.0659
2023-09-28T00:21:01-0700, -33 ft, 3.1689
2023-09-28T00:21:01-0700, -36 ft, 3.1385
2023-09-28T00:21:01-0700, -39 ft, 3.1068
2023-09-28T00:21:01-0700, -43 ft, 3.0724
2023-09-28T00:21:01-0700, -46 ft, 3.0421
2023-09-28T00:21:01-0700, -49 ft, 3.024
2023-09-28T00:21:01-0700, -52 ft, 3.0172
2023-09-28T00:21:01-0700, -56 ft, 3.0216
2023-09-28T00:21:01-0700, -59 ft, 3.0314
2023-09-28T00:21:01-0700, -62 ft, 3.0423
2023-09-28T00:21:01-0700, -3 ft, 3.3206
2023-09-28T00:21:01-0700, -66 ft, 3.0654
2023-09-28T00:21:01-0700, -7 ft, 3.3034
2023-09-28T00:21:01-0700, -10 ft, 3.2862
2023-09-28T00:21:01-0700, -13 ft, 3.2739
2023-09-28T00:21:01-0700, -16 ft, 3.267
2023-09-28T00:21:01-0700, -20 ft, 3.2619
2023-09-28T00:21:01-0700, -23 ft, 3.256
2023-09-28T00:21:01-0700, -26 ft, 3.2371
2023-09-28T00:21:01-0700, -30 ft, 3.2034
2023-09-28T12:20:23-0700, -33 ft, 3.2184
2023-09-28T12:20:23-0700, -36 ft, 3.1416
2023-09-28T12:20:23-0700, -39 ft, 3.0846
2023-09-28T12:20:23-0700, -43 ft, 3.0539
2023-09-28T12:20:23-0700, -46 ft, 3.0427
2023-09-28T12:20:23-0700, -49 ft, 3.0383
2023-09-28T12:20:23-0700, -52 ft, 3.0376
2023-09-28T12:20:23-0700, -56 ft, 3.0405
2023-09-28T12:20:23-0700, -59 ft, 3.0422
2023-09-28T12:20:23-0700, -62 ft, 3.0408
2023-09-28T12:20:23-0700, -3 ft, 3.4299
2023-09-28T12:20:23-0700, -66 ft, 3.0395
2023-09-28T12:20:23-0700, -69 ft, 3.0459
2023-09-28T12:20:23-0700, -72 ft, 3.0561
2023-09-28T12:20:23-0700, -75 ft, 3.0669
2023-09-28T12:20:23-0700, -79 ft, 3.0761
2023-09-28T12:20:23-0700, -82 ft, 3.085
2023-09-28T12:20:23-0700, -85 ft, 3.0896
2023-09-28T12:20:23-0700, -89 ft, 3.0956
2023-09-28T12:20:23-0700, -92 ft, 3.0979
2023-09-28T12:20:23-0700, -7 ft, 3.422
2023-09-28T12:20:23-0700, -10 ft, 3.4141
2023-09-28T12:20:23-0700, -13 ft, 3.4081
2023-09-28T12:20:23-0700, -16 ft, 3.4014
2023-09-28T12:20:23-0700, -20 ft, 3.3859
2023-09-28T12:20:23-0700, -23 ft, 3.3657
2023-09-28T12:20:23-0700, -26 ft, 3.3419
2023-09-28T12:20:23-0700, -30 ft, 3.2933
2023-09-29T00:21:08-0700, -33 ft, 2.8067
2023-09-29T00:21:08-0700, -36 ft, 2.8001
2023-09-29T00:21:08-0700, -39 ft, 2.8089
2023-09-29T00:21:08-0700, -43 ft, 2.8228
2023-09-29T00:21:08-0700, -46 ft, 2.8357
2023-09-29T00:21:08-0700, -49 ft, 2.845
2023-09-29T00:21:08-0700, -52 ft, 2.8513
2023-09-29T00:21:08-0700, -56 ft, 2.8568
2023-09-29T00:21:08-0700, -59 ft, 2.8617
2023-09-29T00:21:08-0700, -62 ft, 2.8663
2023-09-29T00:21:08-0700, -3 ft, 3.3715
2023-09-29T00:21:08-0700, -66 ft, 2.8861
2023-09-29T00:21:08-0700, -7 ft, 3.3515
2023-09-29T00:21:08-0700, -10 ft, 3.3315
2023-09-29T00:21:08-0700, -13 ft, 3.274
2023-09-29T00:21:08-0700, -16 ft, 3.1483
2023-09-29T00:21:08-0700, -20 ft, 3.0133
2023-09-29T00:21:08-0700, -23 ft, 2.9244
2023-09-29T00:21:08-0700, -26 ft, 2.871
2023-09-29T00:21:08-0700, -30 ft, 2.832
2023-09-29T12:20:10-0700, -33 ft, 3.5819
2023-09-29T12:20:10-0700, -36 ft, 3.4696
2023-09-29T12:20:10-0700, -39 ft, 3.3647
2023-09-29T12:20:10-0700, -43 ft, 3.2744
2023-09-29T12:20:10-0700, -46 ft, 3.2011
2023-09-29T12:20:10-0700, -49 ft, 3.1411
2023-09-29T12:20:10-0700, -52 ft, 3.0904
2023-09-29T12:20:10-0700, -56 ft, 3.0468
2023-09-29T12:20:10-0700, -59 ft, 3.0065
2023-09-29T12:20:10-0700, -62 ft, 2.967
2023-09-29T12:20:10-0700, -3 ft, 3.6771
2023-09-29T12:20:10-0700, -66 ft, 2.8465
2023-09-29T12:20:10-0700, -7 ft, 3.8328
2023-09-29T12:20:10-0700, -10 ft, 3.9189
2023-09-29T12:20:10-0700, -13 ft, 3.931
2023-09-29T12:20:10-0700, -16 ft, 3.9229
2023-09-29T12:20:10-0700, -20 ft, 3.8929
2023-09-29T12:20:10-0700, -23 ft, 3.8433
2023-09-29T12:20:10-0700, -26 ft, 3.7756
2023-09-29T12:20:10-0700, -30 ft, 3.6891
2023-09-30T00:21:12-0700, -33 ft, 3.5819
2023-09-30T00:21:12-0700, -36 ft, 3.4696
2023-09-30T00:21:12-0700, -39 ft, 3.3647
2023-09-30T00:21:12-0700, -43 ft, 3.2744
2023-09-30T00:21:12-0700, -46 ft, 3.2011
2023-09-30T00:21:12-0700, -49 ft, 3.1411
2023-09-30T00:21:12-0700, -52 ft, 3.0904
2023-09-30T00:21:12-0700, -56 ft, 3.0468
2023-09-30T00:21:12-0700, -59 ft, 3.0065
2023-09-30T00:21:12-0700, -62 ft, 2.967
2023-09-30T00:21:12-0700, -3 ft, 3.6771
2023-09-30T00:21:12-0700, -66 ft, 2.8465
2023-09-30T00:21:12-0700, -7 ft, 3.8328
2023-09-30T00:21:12-0700, -10 ft, 3.9189
2023-09-30T00:21:12-0700, -13 ft, 3.931
2023-09-30T00:21:12-0700, -16 ft, 3.9229
2023-09-30T00:21:12-0700, -20 ft, 3.8929
2023-09-30T00:21:12-0700, -23 ft, 3.8433
2023-09-30T00:21:12-0700, -26 ft, 3.7756
2023-09-30T00:21:12-0700, -30 ft, 3.6891
2023-09-30T12:20:09-0700, -33 ft, 3.5819
2023-09-30T12:20:09-0700, -36 ft, 3.4696
2023-09-30T12:20:09-0700, -39 ft, 3.3647
2023-09-30T12:20:09-0700, -43 ft, 3.2744
2023-09-30T12:20:09-0700, -46 ft, 3.2011
2023-09-30T12:20:09-0700, -49 ft, 3.1411
2023-09-30T12:20:09-0700, -52 ft, 3.0904
2023-09-30T12:20:09-0700, -56 ft, 3.0468
2023-09-30T12:20:09-0700, -59 ft, 3.0065
2023-09-30T12:20:09-0700, -62 ft, 2.967
2023-09-30T12:20:09-0700, -3 ft, 3.6771
2023-09-30T12:20:09-0700, -66 ft, 2.8465
2023-09-30T12:20:09-0700, -7 ft, 3.8328
2023-09-30T12:20:09-0700, -10 ft, 3.9189
2023-09-30T12:20:09-0700, -13 ft, 3.931
2023-09-30T12:20:09-0700, -16 ft, 3.9229
2023-09-30T12:20:09-0700, -20 ft, 3.8929
2023-09-30T12:20:09-0700, -23 ft, 3.8433
2023-09-30T12:20:09-0700, -26 ft, 3.7756
2023-09-30T12:20:09-0700, -30 ft, 3.6891
2023-10-01T00:21:04-0700, -33 ft, 3.5819
2023-10-01T00:21:04-0700, -36 ft, 3.4696
2023-10-01T00:21:04-0700, -39 ft, 3.3647
2023-10-01T00:21:04-0700, -43 ft, 3.2744
2023-10-01T00:21:04-0700, -46 ft, 3.2011
2023-10-01T00:21:04-0700, -49 ft, 3.1411
2023-10-01T00:21:04-0700, -52 ft, 3.0904
2023-10-01T00:21:04-0700, -56 ft, 3.0468
2023-10-01T00:21:04-0700, -59 ft, 3.0065
2023-10-01T00:21:04-0700, -62 ft, 2.967
2023-10-01T00:21:04-0700, -3 ft, 3.6771
2023-10-01T00:21:04-0700, -66 ft, 2.8465
2023-10-01T00:21:04-0700, -7 ft, 3.8328
2023-10-01T00:21:04-0700, -10 ft, 3.9189
2023-10-01T00:21:04-0700, -13 ft, 3.931
2023-10-01T00:21:04-0700, -16 ft, 3.9229
2023-10-01T00:21:04-0700, -20 ft, 3.8929
2023-10-01T00:21:04-0700, -23 ft, 3.8433
2023-10-01T00:21:04-0700, -26 ft, 3.7756
2023-10-01T00:21:04-0700, -30 ft, 3.6891
2023-10-01T12:20:00-0700, -33 ft, 3.5819
2023-10-01T12:20:00-0700, -36 ft, 3.4696
2023-10-01T12:20:00-0700, -39 ft, 3.3647
2023-10-01T12:20:00-0700, -43 ft, 3.2744
2023-10-01T12:20:00-0700, -46 ft, 3.2011
2023-10-01T12:20:00-0700, -49 ft, 3.1411
2023-10-01T12:20:00-0700, -52 ft, 3.0904
2023-10-01T12:20:00-0700, -56 ft, 3.0468
2023-10-01T12:20:00-0700, -59 ft, 3.0065
2023-10-01T12:20:00-0700, -62 ft, 2.967
2023-10-01T12:20:00-0700, -3 ft, 3.6771
2023-10-01T12:20:00-0700, -66 ft, 2.8465
2023-10-01T12:20:00-0700, -7 ft, 3.8328
2023-10-01T12:20:00-0700, -10 ft, 3.9189
2023-10-01T12:20:00-0700, -13 ft, 3.931
2023-10-01T12:20:00-0700, -16 ft, 3.9229
2023-10-01T12:20:00-0700, -20 ft, 3.8929
2023-10-01T12:20:00-0700, -23 ft, 3.8433
2023-10-01T12:20:00-0700, -26 ft, 3.7756
2023-10-01T12:20:00-0700, -30 ft, 3.6891
2023-10-02T00:21:05-0700, -33 ft, 3.5819
2023-10-02T00:21:05-0700, -36 ft, 3.4696
2023-10-02T00:21:05-0700, -39 ft, 3.3647
2023-10-02T00:21:05-0700, -43 ft, 3.2744
2023-10-02T00:21:05-0700, -46 ft, 3.2011
2023-10-02T00:21:05-0700, -49 ft, 3.1411
2023-10-02T00:21:05-0700, -52 ft, 3.0904
2023-10-02T00:21:05-0700, -56 ft, 3.0468
2023-10-02T00:21:05-0700, -59 ft, 3.0065
2023-10-02T00:21:05-0700, -62 ft, 2.967
2023-10-02T00:21:05-0700, -3 ft, 3.6771
2023-10-02T00:21:05-0700, -66 ft, 2.8465
2023-10-02T00:21:05-0700, -7 ft, 3.8328
2023-10-02T00:21:05-0700, -10 ft, 3.9189
2023-10-02T00:21:05-0700, -13 ft, 3.931
2023-10-02T00:21:05-0700, -16 ft, 3.9229
2023-10-02T00:21:05-0700, -20 ft, 3.8929
2023-10-02T00:21:05-0700, -23 ft, 3.8433
2023-10-02T00:21:05-0700, -26 ft, 3.7756
2023-10-02T00:21:05-0700, -30 ft, 3.6891
2023-10-02T12:20:59-0700, -33 ft, 3.5819
2023-10-02T12:20:59-0700, -36 ft, 3.4696
2023-10-02T12:20:59-0700, -39 ft, 3.3647
2023-10-02T12:20:59-0700, -43 ft, 3.2744
2023-10-02T12:20:59-0700, -46 ft, 3.2011
2023-10-02T12:20:59-0700, -49 ft, 3.1411
2023-10-02T12:20:59-0700, -52 ft, 3.0904
2023-10-02T12:20:59-0700, -56 ft, 3.0468
2023-10-02T12:20:59-0700, -59 ft, 3.0065
2023-10-02T12:20:59-0700, -62 ft, 2.967
2023-10-02T12:20:59-0700, -3 ft, 3.6771
2023-10-02T12:20:59-0700, -66 ft, 2.8465
2023-10-02T12:20:59-0700, -7 ft, 3.8328
2023-10-02T12:20:59-0700, -10 ft, 3.9189
2023-10-02T12:20:59-0700, -13 ft, 3.931
2023-10-02T12:20:59-0700, -16 ft, 3.9229
2023-10-02T12:20:59-0700, -20 ft, 3.8929
2023-10-02T12:20:59-0700, -23 ft, 3.8433
2023-10-02T12:20:59-0700, -26 ft, 3.7756
2023-10-02T12:20:59-0700, -30 ft, 3.6891
2023-10-03T00:21:03-0700, -33 ft, 3.5819
2023-10-03T00:21:03-0700, -36 ft, 3.4696
2023-10-03T00:21:03-0700, -39 ft, 3.3647
2023-10-03T00:21:03-0700, -43 ft, 3.2744
2023-10-03T00:21:03-0700, -46 ft, 3.2011
2023-10-03T00:21:03-0700, -49 ft, 3.1411
2023-10-03T00:21:03-0700, -52 ft, 3.0904
2023-10-03T00:21:03-0700, -56 ft, 3.0468
2023-10-03T00:21:03-0700, -59 ft, 3.0065
2023-10-03T00:21:03-0700, -62 ft, 2.967
2023-10-03T00:21:03-0700, -3 ft, 3.6771
2023-10-03T00:21:03-0700, -66 ft, 2.8465
2023-10-03T00:21:03-0700, -7 ft, 3.8328
2023-10-03T00:21:03-0700, -10 ft, 3.9189
2023-10-03T00:21:03-0700, -13 ft, 3.931
2023-10-03T00:21:03-0700, -16 ft, 3.9229
2023-10-03T00:21:03-0700, -20 ft, 3.8929
2023-10-03T00:21:03-0700, -23 ft, 3.8433
2023-10-03T00:21:03-0700, -26 ft, 3.7756
2023-10-03T00:21:03-0700, -30 ft, 3.6891
2023-10-03T12:20:55-0700, -33 ft, 3.5819
2023-10-03T12:20:55-0700, -36 ft, 3.4696
2023-10-03T12:20:55-0700, -39 ft, 3.3647
2023-10-03T12:20:55-0700, -43 ft, 3.2744
2023-10-03T12:20:55-0700, -46 ft, 3.2011
2023-10-03T12:20:55-0700, -49 ft, 3.1411
2023-10-03T12:20:55-0700, -52 ft, 3.0904
2023-10-03T12:20:55-0700, -56 ft, 3.0468
2023-10-03T12:20:55-0700, -59 ft, 3.0065
2023-10-03T12:20:55-0700, -62 ft, 2.967
2023-10-03T12:20:55-0700, -3 ft, 3.6771
2023-10-03T12:20:55-0700, -66 ft, 2.8465
2023-10-03T12:20:55-0700, -7 ft, 3.8328
2023-10-03T12:20:55-0700, -10 ft, 3.9189
2023-10-03T12:20:55-0700, -13 ft, 3.931
2023-10-03T12:20:55-0700, -16 ft, 3.9229
2023-10-03T12:20:55-0700, -20 ft, 3.8929
2023-10-03T12:20:55-0700, -23 ft, 3.8433
2023-10-03T12:20:55-0700, -26 ft, 3.7756
2023-10-03T12:20:55-0700, -30 ft, 3.6891
2023-10-04T00:21:00-0700, -33 ft, 3.5819
2023-10-04T00:21:00-0700, -36 ft, 3.4696
2023-10-04T00:21:00-0700, -39 ft, 3.3647
2023-10-04T00:21:00-0700, -43 ft, 3.2744
2023-10-04T00:21:00-0700, -46 ft, 3.2011
2023-10-04T00:21:00-0700, -49 ft, 3.1411
2023-10-04T00:21:00-0700, -52 ft, 3.0904
2023-10-04T00:21:00-0700, -56 ft, 3.0468
2023-10-04T00:21:00-0700, -59 ft, 3.0065
2023-10-04T00:21:00-0700, -62 ft, 2.967
2023-10-04T00:21:00-0700, -3 ft, 3.6771
2023-10-04T00:21:00-0700, -66 ft, 2.8465
2023-10-04T00:21:00-0700, -7 ft, 3.8328
2023-10-04T00:21:00-0700, -10 ft, 3.9189
2023-10-04T00:21:00-0700, -13 ft, 3.931
2023-10-04T00:21:00-0700, -16 ft, 3.9229
2023-10-04T00:21:00-0700, -20 ft, 3.8929
2023-10-04T00:21:00-0700, -23 ft, 3.8433
2023-10-04T00:21:00-0700, -26 ft, 3.7756
2023-10-04T00:21:00-0700, -30 ft, 3.6891
2023-10-04T12:20:29-0700, -33 ft, 3.5819
2023-10-04T12:20:29-0700, -36 ft, 3.4696
2023-10-04T12:20:29-0700, -39 ft, 3.3647
2023-10-04T12:20:29-0700, -43 ft, 3.2744
2023-10-04T12:20:29-0700, -46 ft, 3.2011
2023-10-04T12:20:29-0700, -49 ft, 3.1411
2023-10-04T12:20:29-0700, -52 ft, 3.0904
2023-10-04T12:20:29-0700, -56 ft, 3.0468
2023-10-04T12:20:29-0700, -59 ft, 3.0065
2023-10-04T12:20:29-0700, -62 ft, 2.967
2023-10-04T12:20:29-0700, -3 ft, 3.6771
2023-10-04T12:20:29-0700, -66 ft, 2.8465
2023-10-04T12:20:29-0700, -7 ft, 3.8328
2023-10-04T12:20:29-0700, -10 ft, 3.9189
2023-10-04T12:20:29-0700, -13 ft, 3.931
2023-10-04T12:20:29-0700, -16 ft, 3.9229
2023-10-04T12:20:29-0700, -20 ft, 3.8929
2023-10-04T12:20:29-0700, -23 ft, 3.8433
2023-10-04T12:20:29-0700, -26 ft, 3.7756
2023-10-04T12:20:29-0700, -30 ft, 3.6891
2023-10-05T00:20:57-0700, -33 ft, 3.5819
2023-10-05T00:20:57-0700, -36 ft, 3.4696
2023-10-05T00:20:57-0700, -39 ft, 3.3647
2023-10-05T00:20:57-0700, -43 ft, 3.2744
2023-10-05T00:20:57-0700, -46 ft, 3.2011
2023-10-05T00:20:57-0700, -49 ft, 3.1411
2023-10-05T00:20:57-0700, -52 ft, 3.0904
2023-10-05T00:20:57-0700, -56 ft, 3.0468
2023-10-05T00:20:57-0700, -59 ft, 3.0065
2023-10-05T00:20:57-0700, -62 ft, 2.967
2023-10-05T00:20:57-0700, -3 ft, 3.6771
2023-10-05T00:20:57-0700, -66 ft, 2.8465
2023-10-05T00:20:57-0700, -7 ft, 3.8328
2023-10-05T00:20:57-0700, -10 ft, 3.9189
2023-10-05T00:20:57-0700, -13 ft, 3.931
2023-10-05T00:20:57-0700, -16 ft, 3.9229
2023-10-05T00:20:57-0700, -20 ft, 3.8929
2023-10-05T00:20:57-0700, -23 ft, 3.8433
2023-10-05T00:20:57-0700, -26 ft, 3.7756
2023-10-05T00:20:57-0700, -30 ft, 3.6891
2023-10-05T12:20:19-0700, -33 ft, 3.5819
2023-10-05T12:20:19-0700, -36 ft, 3.4696
2023-10-05T12:20:19-0700, -39 ft, 3.3647
2023-10-05T12:20:19-0700, -43 ft, 3.2744
2023-10-05T12:20:19-0700, -46 ft, 3.2011
2023-10-05T12:20:19-0700, -49 ft, 3.1411
2023-10-05T12:20:19-0700, -52 ft, 3.0904
2023-10-05T12:20:19-0700, -56 ft, 3.0468
2023-10-05T12:20:19-0700, -59 ft, 3.0065
2023-10-05T12:20:19-0700, -62 ft, 2.967
2023-10-05T12:20:19-0700, -3 ft, 3.6771
2023-10-05T12:20:19-0700, -66 ft, 2.8465
2023-10-05T12:20:19-0700, -7 ft, 3.8328
2023-10-05T12:20:19-0700, -10 ft, 3.9189
2023-10-05T12:20:19-0700, -13 ft, 3.931
2023-10-05T12:20:19-0700, -16 ft, 3.9229
2023-10-05T12:20:19-0700, -20 ft, 3.8929
2023-10-05T12:20:19-0700, -23 ft, 3.8433
2023-10-05T12:20:19-0700, -26 ft, 3.7756
2023-10-05T12:20:19-0700, -30 ft, 3.6891
2023-10-06T00:21:00-0700, -33 ft, 3.5819
2023-10-06T00:21:00-0700, -36 ft, 3.4696
2023-10-06T00:21:00-0700, -39 ft, 3.3647
2023-10-06T00:21:00-0700, -43 ft, 3.2744
2023-10-06T00:21:00-0700, -46 ft, 3.2011
2023-10-06T00:21:00-0700, -49 ft, 3.1411
2023-10-06T00:21:00-0700, -52 ft, 3.0904
2023-10-06T00:21:00-0700, -56 ft, 3.0468
2023-10-06T00:21:00-0700, -59 ft, 3.0065
