Date and Time, Depth (Ft), Oxygen Conc. (mg/L)
2023-09-13T00:20:53-0700, -36 ft, 3.897
2023-09-13T00:20:53-0700, -39 ft, 3.8126
2023-09-13T00:20:53-0700, -43 ft, 3.7202
2023-09-13T00:20:53-0700, -46 ft, 3.6353
2023-09-13T00:20:53-0700, -49 ft, 3.5767
2023-09-13T00:20:53-0700, -52 ft, 3.5379
2023-09-13T00:20:53-0700, -56 ft, 3.4991
2023-09-13T00:20:53-0700, -59 ft, 3.4548
2023-09-13T00:20:53-0700, -62 ft, 3.412
2023-09-13T00:20:53-0700, -3 ft, 4.2575
2023-09-13T00:20:53-0700, -66 ft, 3.3536
2023-09-13T00:20:53-0700, -7 ft, 4.5028
2023-09-13T00:20:53-0700, -10 ft, 4.7482
2023-09-13T00:20:53-0700, -13 ft, 4.8357
2023-09-13T00:20:53-0700, -16 ft, 4.7357
2023-09-13T00:20:53-0700, -20 ft, 4.5599
2023-09-13T00:20:53-0700, -23 ft, 4.3695
2023-09-13T00:20:53-0700, -26 ft, 4.2009
2023-09-13T00:20:53-0700, -30 ft, 4.0676
2023-09-13T12:20:01-0700, -33 ft, 3.7764
2023-09-13T12:20:01-0700, -36 ft, 3.6657
2023-09-13T12:20:01-0700, -39 ft, 3.5462
2023-09-13T12:20:01-0700, -43 ft, 3.4444
2023-09-13T12:20:01-0700, -46 ft, 3.3492
2023-09-13T12:20:01-0700, -49 ft, 3.2626
2023-09-13T12:20:01-0700, -52 ft, 3.1979
2023-09-13T12:20:01-0700, -56 ft, 3.1594
2023-09-13T12:20:01-0700, -59 ft, 3.1424
2023-09-13T12:20:01-0700, -62 ft, 3.1332
2023-09-13T12:20:01-0700, -3 ft, 4.1229
2023-09-13T12:20:01-0700, -66 ft, 3.1048
2023-09-13T12:20:01-0700, -7 ft, 4.2066
2023-09-13T12:20:01-0700, -10 ft, 4.2904
2023-09-13T12:20:01-0700, -13 ft, 4.301
2023-09-13T12:20:01-0700, -16 ft, 4.2817
2023-09-13T12:20:01-0700, -20 ft, 4.2168
2023-09-13T12:20:01-0700, -23 ft, 4.1157
2023-09-13T12:20:01-0700, -26 ft, 3.9954
2023-09-13T12:20:01-0700, -30 ft, 3.8803
2023-09-14T00:20:50-0700, -33 ft, 3.6729
2023-09-14T00:20:50-0700, -36 ft, 3.5541
2023-09-14T00:20:50-0700, -39 ft, 3.4607
2023-09-14T00:20:50-0700, -43 ft, 3.3913
2023-09-14T00:20:50-0700, -46 ft, 3.3283
2023-09-14T00:20:50-0700, -49 ft, 3.2679
2023-09-14T00:20:50-0700, -52 ft, 3.217
2023-09-14T00:20:50-0700, -56 ft, 3.1725
2023-09-14T00:20:50-0700, -59 ft, 3.149
2023-09-14T00:20:50-0700, -62 ft, 3.1447
2023-09-14T00:20:50-0700, -3 ft, 4.3003
2023-09-14T00:20:50-0700, -66 ft, 3.1447
2023-09-14T00:20:50-0700, -69 ft, 3.1414
2023-09-14T00:20:50-0700, -72 ft, 3.1171
2023-09-14T00:20:50-0700, -75 ft, 3.0575
2023-09-14T00:20:50-0700, -79 ft, 2.9977
2023-09-14T00:20:50-0700, -82 ft, 2.9361
2023-09-14T00:20:50-0700, -85 ft, 2.8855
2023-09-14T00:20:50-0700, -89 ft, 2.8654
2023-09-14T00:20:50-0700, -92 ft, 2.8837
2023-09-14T00:20:50-0700, -7 ft, 4.2872
2023-09-14T00:20:50-0700, -10 ft, 4.274
2023-09-14T00:20:50-0700, -13 ft, 4.2268
2023-09-14T00:20:50-0700, -16 ft, 4.1244
2023-09-14T00:20:50-0700, -20 ft, 4.0068
2023-09-14T00:20:50-0700, -23 ft, 3.912
2023-09-14T00:20:50-0700, -26 ft, 3.8431
2023-09-14T00:20:50-0700, -30 ft, 3.7757
2023-09-14T12:20:10-0700, -33 ft, 3.3505
2023-09-14T12:20:10-0700, -36 ft, 3.2976
2023-09-14T12:20:10-0700, -39 ft, 3.2581
2023-09-14T12:20:10-0700, -43 ft, 3.2269
2023-09-14T12:20:10-0700, -46 ft, 3.2035
2023-09-14T12:20:10-0700, -49 ft, 3.1839
2023-09-14T12:20:10-0700, -52 ft, 3.1669
2023-09-14T12:20:10-0700, -56 ft, 3.1516
2023-09-14T12:20:10-0700, -59 ft, 3.1386
2023-09-14T12:20:10-0700, -62 ft, 3.128
2023-09-14T12:20:10-0700, -3 ft, 4.1211
2023-09-14T12:20:10-0700, -66 ft, 3.07
2023-09-14T12:20:10-0700, -7 ft, 4.0686
2023-09-14T12:20:10-0700, -10 ft, 4.016
2023-09-14T12:20:10-0700, -13 ft, 3.9417
2023-09-14T12:20:10-0700, -16 ft, 3.8375
2023-09-14T12:20:10-0700, -20 ft, 3.7145
2023-09-14T12:20:10-0700, -23 ft, 3.6018
2023-09-14T12:20:10-0700, -26 ft, 3.5077
2023-09-14T12:20:10-0700, -30 ft, 3.4223
2023-09-15T00:20:52-0700, -33 ft, 3.2574
2023-09-15T00:20:52-0700, -36 ft, 3.2147
2023-09-15T00:20:52-0700, -39 ft, 3.1672
2023-09-15T00:20:52-0700, -43 ft, 3.136
2023-09-15T00:20:52-0700, -46 ft, 3.1325
2023-09-15T00:20:52-0700, -49 ft, 3.1369
2023-09-15T00:20:52-0700, -52 ft, 3.1362
2023-09-15T00:20:52-0700, -56 ft, 3.1283
2023-09-15T00:20:52-0700, -59 ft, 3.1099
2023-09-15T00:20:52-0700, -62 ft, 3.0864
2023-09-15T00:20:52-0700, -3 ft, 3.5748
2023-09-15T00:20:52-0700, -66 ft, 3.0567
2023-09-15T00:20:52-0700, -7 ft, 3.6185
2023-09-15T00:20:52-0700, -10 ft, 3.6622
2023-09-15T00:20:52-0700, -13 ft, 3.6782
2023-09-15T00:20:52-0700, -16 ft, 3.6656
2023-09-15T00:20:52-0700, -20 ft, 3.6019
2023-09-15T00:20:52-0700, -23 ft, 3.4947
2023-09-15T00:20:52-0700, -26 ft, 3.3912
2023-09-15T00:20:52-0700, -30 ft, 3.3123
2023-09-15T12:20:05-0700, -33 ft, 3.2981
2023-09-15T12:20:05-0700, -36 ft, 3.2548
2023-09-15T12:20:05-0700, -39 ft, 3.2258
2023-09-15T12:20:05-0700, -43 ft, 3.199
2023-09-15T12:20:05-0700, -46 ft, 3.1479
2023-09-15T12:20:05-0700, -49 ft, 3.0997
2023-09-15T12:20:05-0700, -52 ft, 3.0883
2023-09-15T12:20:05-0700, -56 ft, 3.0864
2023-09-15T12:20:05-0700, -59 ft, 3.0611
2023-09-15T12:20:05-0700, -62 ft, 3.0256
2023-09-15T12:20:05-0700, -3 ft, 3.8929
2023-09-15T12:20:05-0700, -66 ft, 2.9828
2023-09-15T12:20:05-0700, -7 ft, 3.8599
2023-09-15T12:20:05-0700, -10 ft, 3.8269
2023-09-15T12:20:05-0700, -13 ft, 3.7936
2023-09-15T12:20:05-0700, -16 ft, 3.7444
2023-09-15T12:20:05-0700, -20 ft, 3.6743
2023-09-15T12:20:05-0700, -23 ft, 3.5817
2023-09-15T12:20:05-0700, -26 ft, 3.4676
2023-09-15T12:20:05-0700, -30 ft, 3.3661
2023-09-16T00:20:54-0700, -33 ft, 3.5202
2023-09-16T00:20:54-0700, -36 ft, 3.4228
2023-09-16T00:20:54-0700, -39 ft, 3.3636
2023-09-16T00:20:54-0700, -43 ft, 3.3271
2023-09-16T00:20:54-0700, -46 ft, 3.3011
2023-09-16T00:20:54-0700, -49 ft, 3.2794
2023-09-16T00:20:54-0700, -52 ft, 3.2574
2023-09-16T00:20:54-0700, -56 ft, 3.2319
2023-09-16T00:20:54-0700, -59 ft, 3.209
2023-09-16T00:20:54-0700, -62 ft, 3.1936
2023-09-16T00:20:54-0700, -3 ft, 4.3502
2023-09-16T00:20:54-0700, -66 ft, 3.1816
2023-09-16T00:20:54-0700, -69 ft, 3.1681
2023-09-16T00:20:54-0700, -72 ft, 3.1549
2023-09-16T00:20:54-0700, -75 ft, 3.1358
2023-09-16T00:20:54-0700, -79 ft, 3.0933
2023-09-16T00:20:54-0700, -82 ft, 3.0384
2023-09-16T00:20:54-0700, -85 ft, 2.9864
2023-09-16T00:20:54-0700, -89 ft, 2.9412
2023-09-16T00:20:54-0700, -92 ft, 2.9196
2023-09-16T00:20:54-0700, -7 ft, 4.3438
2023-09-16T00:20:54-0700, -10 ft, 4.3375
2023-09-16T00:20:54-0700, -13 ft, 4.291
2023-09-16T00:20:54-0700, -16 ft, 4.1808
2023-09-16T00:20:54-0700, -20 ft, 4.0369
2023-09-16T00:20:54-0700, -23 ft, 3.9008
2023-09-16T00:20:54-0700, -26 ft, 3.7832
2023-09-16T00:20:54-0700, -30 ft, 3.6536
2023-09-16T12:19:59-0700, -33 ft, 3.645
2023-09-16T12:19:59-0700, -36 ft, 3.5406
2023-09-16T12:19:59-0700, -39 ft, 3.4567
2023-09-16T12:19:59-0700, -43 ft, 3.3931
2023-09-16T12:19:59-0700, -46 ft, 3.3496
2023-09-16T12:19:59-0700, -49 ft, 3.3179
2023-09-16T12:19:59-0700, -52 ft, 3.2923
2023-09-16T12:19:59-0700, -56 ft, 3.2698
2023-09-16T12:19:59-0700, -59 ft, 3.2414
2023-09-16T12:19:59-0700, -62 ft, 3.198
2023-09-16T12:19:59-0700, -3 ft, 4.47
2023-09-16T12:19:59-0700, -66 ft, 3.1235
2023-09-16T12:19:59-0700, -7 ft, 4.5339
2023-09-16T12:19:59-0700, -10 ft, 4.5977
2023-09-16T12:19:59-0700, -13 ft, 4.5978
2023-09-16T12:19:59-0700, -16 ft, 4.5043
2023-09-16T12:19:59-0700, -20 ft, 4.3381
2023-09-16T12:19:59-0700, -23 ft, 4.1175
2023-09-16T12:19:59-0700, -26 ft, 3.9199
2023-09-16T12:19:59-0700, -30 ft, 3.7682
2023-09-17T00:20:59-0700, -33 ft, 3.6921
2023-09-17T00:20:59-0700, -36 ft, 3.5891
2023-09-17T00:20:59-0700, -39 ft, 3.4918
2023-09-17T00:20:59-0700, -43 ft, 3.4107
2023-09-17T00:20:59-0700, -46 ft, 3.3591
2023-09-17T00:20:59-0700, -49 ft, 3.3248
2023-09-17T00:20:59-0700, -52 ft, 3.2877
2023-09-17T00:20:59-0700, -56 ft, 3.2446
2023-09-17T00:20:59-0700, -59 ft, 3.2064
2023-09-17T00:20:59-0700, -62 ft, 3.163
2023-09-17T00:20:59-0700, -3 ft, 4.3325
2023-09-17T00:20:59-0700, -66 ft, 3.0846
2023-09-17T00:20:59-0700, -7 ft, 4.4129
2023-09-17T00:20:59-0700, -10 ft, 4.4933
2023-09-17T00:20:59-0700, -13 ft, 4.494
2023-09-17T00:20:59-0700, -16 ft, 4.4337
2023-09-17T00:20:59-0700, -20 ft, 4.3097
2023-09-17T00:20:59-0700, -23 ft, 4.1482
2023-09-17T00:20:59-0700, -26 ft, 3.9746
2023-09-17T00:20:59-0700, -30 ft, 3.818
2023-09-17T12:20:11-0700, -33 ft, 3.4158
2023-09-17T12:20:11-0700, -36 ft, 3.336
2023-09-17T12:20:11-0700, -39 ft, 3.286
2023-09-17T12:20:11-0700, -43 ft, 3.2437
2023-09-17T12:20:11-0700, -46 ft, 3.2021
2023-09-17T12:20:11-0700, -49 ft, 3.1699
2023-09-17T12:20:11-0700, -52 ft, 3.1487
2023-09-17T12:20:11-0700, -56 ft, 3.1305
2023-09-17T12:20:11-0700, -59 ft, 3.1105
2023-09-17T12:20:11-0700, -62 ft, 3.0912
2023-09-17T12:20:11-0700, -3 ft, 3.874
2023-09-17T12:20:11-0700, -66 ft, 3.0523
2023-09-17T12:20:11-0700, -7 ft, 3.8729
2023-09-17T12:20:11-0700, -10 ft, 3.8717
2023-09-17T12:20:11-0700, -13 ft, 3.8624
2023-09-17T12:20:11-0700, -16 ft, 3.831
2023-09-17T12:20:11-0700, -20 ft, 3.7808
2023-09-17T12:20:11-0700, -23 ft, 3.7169
2023-09-17T12:20:11-0700, -26 ft, 3.6282
2023-09-17T12:20:11-0700, -30 ft, 3.5215
2023-09-18T00:20:52-0700, -33 ft, 3.5109
2023-09-18T00:20:52-0700, -36 ft, 3.485
2023-09-18T00:20:52-0700, -39 ft, 3.4293
2023-09-18T00:20:52-0700, -43 ft, 3.3463
2023-09-18T00:20:52-0700, -46 ft, 3.2859
2023-09-18T00:20:52-0700, -49 ft, 3.2501
2023-09-18T00:20:52-0700, -52 ft, 3.2217
2023-09-18T00:20:52-0700, -56 ft, 3.1909
2023-09-18T00:20:52-0700, -59 ft, 3.1531
2023-09-18T00:20:52-0700, -62 ft, 3.1128
2023-09-18T00:20:52-0700, -3 ft, 3.8682
2023-09-18T00:20:52-0700, -66 ft, 3.0825
2023-09-18T00:20:52-0700, -69 ft, 3.0491
2023-09-18T00:20:52-0700, -72 ft, 3.0086
2023-09-18T00:20:52-0700, -75 ft, 2.9743
2023-09-18T00:20:52-0700, -79 ft, 2.9482
2023-09-18T00:20:52-0700, -82 ft, 2.9353
2023-09-18T00:20:52-0700, -85 ft, 2.9439
2023-09-18T00:20:52-0700, -89 ft, 2.9675
2023-09-18T00:20:52-0700, -92 ft, 2.9863
2023-09-18T00:20:52-0700, -7 ft, 3.8402
2023-09-18T00:20:52-0700, -10 ft, 3.8123
2023-09-18T00:20:52-0700, -13 ft, 3.7834
2023-09-18T00:20:52-0700, -16 ft, 3.7458
2023-09-18T00:20:52-0700, -20 ft, 3.6986
2023-09-18T00:20:52-0700, -23 ft, 3.6498
2023-09-18T00:20:52-0700, -26 ft, 3.5967
2023-09-18T00:20:52-0700, -30 ft, 3.5441
2023-09-18T12:20:41-0700, -33 ft, 3.5904
2023-09-18T12:20:41-0700, -36 ft, 3.5413
2023-09-18T12:20:41-0700, -39 ft, 3.4724
2023-09-18T12:20:41-0700, -43 ft, 3.385
2023-09-18T12:20:41-0700, -46 ft, 3.301
2023-09-18T12:20:41-0700, -49 ft, 3.2431
2023-09-18T12:20:41-0700, -52 ft, 3.2085
2023-09-18T12:20:41-0700, -56 ft, 3.1781
2023-09-18T12:20:41-0700, -59 ft, 3.1336
2023-09-18T12:20:41-0700, -62 ft, 3.08
2023-09-18T12:20:41-0700, -3 ft, 4.1813
2023-09-18T12:20:41-0700, -66 ft, 3.0342
2023-09-18T12:20:41-0700, -7 ft, 4.11
2023-09-18T12:20:41-0700, -10 ft, 4.0388
2023-09-18T12:20:41-0700, -13 ft, 3.9582
2023-09-18T12:20:41-0700, -16 ft, 3.8615
2023-09-18T12:20:41-0700, -20 ft, 3.7694
2023-09-18T12:20:41-0700, -23 ft, 3.703
2023-09-18T12:20:41-0700, -26 ft, 3.6603
2023-09-18T12:20:41-0700, -30 ft, 3.6289
2023-09-19T00:20:55-0700, -33 ft, 3.259
2023-09-19T00:20:55-0700, -36 ft, 3.2267
2023-09-19T00:20:55-0700, -39 ft, 3.1887
2023-09-19T00:20:55-0700, -43 ft, 3.1404
2023-09-19T00:20:55-0700, -46 ft, 3.1054
2023-09-19T00:20:55-0700, -49 ft, 3.0769
2023-09-19T00:20:55-0700, -52 ft, 3.043
2023-09-19T00:20:55-0700, -56 ft, 2.9979
2023-09-19T00:20:55-0700, -59 ft, 2.9511
2023-09-19T00:20:55-0700, -62 ft, 2.9316
2023-09-19T00:20:55-0700, -3 ft, 3.8887
2023-09-19T00:20:55-0700, -66 ft, 2.941
2023-09-19T00:20:55-0700, -7 ft, 3.8378
2023-09-19T00:20:55-0700, -10 ft, 3.7869
2023-09-19T00:20:55-0700, -13 ft, 3.7302
2023-09-19T00:20:55-0700, -16 ft, 3.6505
2023-09-19T00:20:55-0700, -20 ft, 3.5483
2023-09-19T00:20:55-0700, -23 ft, 3.4473
2023-09-19T00:20:55-0700, -26 ft, 3.365
2023-09-19T00:20:55-0700, -30 ft, 3.3031
2023-09-19T12:20:09-0700, -33 ft, 3.2269
2023-09-19T12:20:09-0700, -36 ft, 3.1657
2023-09-19T12:20:09-0700, -39 ft, 3.1257
2023-09-19T12:20:09-0700, -43 ft, 3.1057
2023-09-19T12:20:09-0700, -46 ft, 3.0936
2023-09-19T12:20:09-0700, -49 ft, 3.079
2023-09-19T12:20:09-0700, -52 ft, 3.0507
2023-09-19T12:20:09-0700, -56 ft, 2.9637
2023-09-19T12:20:09-0700, -59 ft, 2.8689
2023-09-19T12:20:09-0700, -62 ft, 2.8423
2023-09-19T12:20:09-0700, -3 ft, 3.6335
2023-09-19T12:20:09-0700, -66 ft, 2.8623
2023-09-19T12:20:09-0700, -69 ft, 2.8875
2023-09-19T12:20:09-0700, -72 ft, 2.9071
2023-09-19T12:20:09-0700, -75 ft, 2.9196
2023-09-19T12:20:09-0700, -79 ft, 2.9289
2023-09-19T12:20:09-0700, -82 ft, 2.9371
2023-09-19T12:20:09-0700, -85 ft, 2.9422
2023-09-19T12:20:09-0700, -89 ft, 2.9484
2023-09-19T12:20:09-0700, -92 ft, 2.9587
2023-09-19T12:20:09-0700, -7 ft, 3.6182
2023-09-19T12:20:09-0700, -10 ft, 3.6029
2023-09-19T12:20:09-0700, -13 ft, 3.5832
2023-09-19T12:20:09-0700, -16 ft, 3.5402
2023-09-19T12:20:09-0700, -20 ft, 3.4607
2023-09-19T12:20:09-0700, -23 ft, 3.3844
2023-09-19T12:20:09-0700, -26 ft, 3.338
2023-09-19T12:20:09-0700, -30 ft, 3.2909
2023-09-20T00:20:54-0700, -33 ft, 2.9403
2023-09-20T00:20:54-0700, -36 ft, 2.8147
2023-09-20T00:20:54-0700, -39 ft, 2.7135
2023-09-20T00:20:54-0700, -43 ft, 2.6573
2023-09-20T00:20:54-0700, -46 ft, 2.6302
2023-09-20T00:20:54-0700, -49 ft, 2.6182
2023-09-20T00:20:54-0700, -52 ft, 2.6142
2023-09-20T00:20:54-0700, -56 ft, 2.6136
2023-09-20T00:20:54-0700, -59 ft, 2.6171
2023-09-20T00:20:54-0700, -62 ft, 2.623
2023-09-20T00:20:54-0700, -3 ft, 3.428
2023-09-20T00:20:54-0700, -66 ft, 2.6367
2023-09-20T00:20:54-0700, -7 ft, 3.4141
2023-09-20T00:20:54-0700, -10 ft, 3.4002
2023-09-20T00:20:54-0700, -13 ft, 3.3793
2023-09-20T00:20:54-0700, -16 ft, 3.353
2023-09-20T00:20:54-0700, -20 ft, 3.3084
2023-09-20T00:20:54-0700, -23 ft, 3.2215
2023-09-20T00:20:54-0700, -26 ft, 3.1247
2023-09-20T00:20:54-0700, -30 ft, 3.0428
2023-09-20T12:20:04-0700, -33 ft, 2.8457
2023-09-20T12:20:04-0700, -36 ft, 2.8035
2023-09-20T12:20:04-0700, -39 ft, 2.77
2023-09-20T12:20:04-0700, -43 ft, 2.7504
2023-09-20T12:20:04-0700, -46 ft, 2.7374
2023-09-20T12:20:04-0700, -49 ft, 2.7275
2023-09-20T12:20:04-0700, -52 ft, 2.7226
2023-09-20T12:20:04-0700, -56 ft, 2.7231
2023-09-20T12:20:04-0700, -59 ft, 2.736
2023-09-20T12:20:04-0700, -62 ft, 2.7646
2023-09-20T12:20:04-0700, -3 ft, 3.3712
2023-09-20T12:20:04-0700, -66 ft, 2.8595
2023-09-20T12:20:04-0700, -7 ft, 3.3631
2023-09-20T12:20:04-0700, -10 ft, 3.355
2023-09-20T12:20:04-0700, -13 ft, 3.3468
2023-09-20T12:20:04-0700, -16 ft, 3.3195
2023-09-20T12:20:04-0700, -20 ft, 3.2143
2023-09-20T12:20:04-0700, -23 ft, 3.0685
2023-09-20T12:20:04-0700, -26 ft, 2.9621
2023-09-20T12:20:04-0700, -30 ft, 2.8941
2023-09-21T00:21:00-0700, -33 ft, 2.7325
2023-09-21T00:21:00-0700, -36 ft, 2.6986
2023-09-21T00:21:00-0700, -39 ft, 2.6762
2023-09-21T00:21:00-0700, -43 ft, 2.6653
2023-09-21T00:21:00-0700, -46 ft, 2.6617
2023-09-21T00:21:00-0700, -49 ft, 2.67
2023-09-21T00:21:00-0700, -52 ft, 2.6941
2023-09-21T00:21:00-0700, -56 ft, 2.7236
2023-09-21T00:21:00-0700, -59 ft, 2.7491
2023-09-21T00:21:00-0700, -62 ft, 2.7675
2023-09-21T00:21:00-0700, -3 ft, 2.6392
2023-09-21T00:21:00-0700, -66 ft, 2.7791
2023-09-21T00:21:00-0700, -69 ft, 2.7875
2023-09-21T00:21:00-0700, -72 ft, 2.7908
2023-09-21T00:21:00-0700, -75 ft, 2.8005
2023-09-21T00:21:00-0700, -79 ft, 2.8208
2023-09-21T00:21:00-0700, -82 ft, 2.8412
2023-09-21T00:21:00-0700, -85 ft, 2.8589
2023-09-21T00:21:00-0700, -89 ft, 2.8804
2023-09-21T00:21:00-0700, -92 ft, 2.9039
2023-09-21T00:21:00-0700, -7 ft, 2.8974
2023-09-21T00:21:00-0700, -10 ft, 3.1557
2023-09-21T00:21:00-0700, -13 ft, 3.2457
2023-09-21T00:21:00-0700, -16 ft, 3.1628
2023-09-21T00:21:00-0700, -20 ft, 3.0361
2023-09-21T00:21:00-0700, -23 ft, 2.9232
2023-09-21T00:21:00-0700, -26 ft, 2.84
2023-09-21T00:21:00-0700, -30 ft, 2.7786
2023-09-21T12:20:02-0700, -33 ft, 2.6631
2023-09-21T12:20:02-0700, -36 ft, 2.6354
2023-09-21T12:20:02-0700, -39 ft, 2.6293
2023-09-21T12:20:02-0700, -43 ft, 2.6404
2023-09-21T12:20:02-0700, -46 ft, 2.6565
2023-09-21T12:20:02-0700, -49 ft, 2.6694
2023-09-21T12:20:02-0700, -52 ft, 2.6783
2023-09-21T12:20:02-0700, -56 ft, 2.6892
2023-09-21T12:20:02-0700, -59 ft, 2.7096
2023-09-21T12:20:02-0700, -62 ft, 2.7437
2023-09-21T12:20:02-0700, -3 ft, 3.4194
2023-09-21T12:20:02-0700, -66 ft, 2.8024
2023-09-21T12:20:02-0700, -7 ft, 3.3541
2023-09-21T12:20:02-0700, -10 ft, 3.2888
2023-09-21T12:20:02-0700, -13 ft, 3.2399
2023-09-21T12:20:02-0700, -16 ft, 3.1896
2023-09-21T12:20:02-0700, -20 ft, 3.1016
2023-09-21T12:20:02-0700, -23 ft, 2.9656
2023-09-21T12:20:02-0700, -26 ft, 2.8207
2023-09-21T12:20:02-0700, -30 ft, 2.7196
2023-09-22T00:20:49-0700, -33 ft, 2.641
2023-09-22T00:20:49-0700, -36 ft, 2.664
2023-09-22T00:20:49-0700, -39 ft, 2.6811
2023-09-22T00:20:49-0700, -43 ft, 2.7006
2023-09-22T00:20:49-0700, -46 ft, 2.7275
2023-09-22T00:20:49-0700, -49 ft, 2.7598
2023-09-22T00:20:49-0700, -52 ft, 2.7979
2023-09-22T00:20:49-0700, -56 ft, 2.8399
2023-09-22T00:20:49-0700, -59 ft, 2.8803
2023-09-22T00:20:49-0700, -62 ft, 2.9127
2023-09-22T00:20:49-0700, -3 ft, 2.6766
2023-09-22T00:20:49-0700, -66 ft, 2.9745
2023-09-22T00:20:49-0700, -7 ft, 2.6452
2023-09-22T00:20:49-0700, -10 ft, 2.6137
2023-09-22T00:20:49-0700, -13 ft, 2.5889
2023-09-22T00:20:49-0700, -16 ft, 2.5709
2023-09-22T00:20:49-0700, -20 ft, 2.561
2023-09-22T00:20:49-0700, -23 ft, 2.5711
2023-09-22T00:20:49-0700, -26 ft, 2.5906
2023-09-22T00:20:49-0700, -30 ft, 2.6135
2023-09-22T12:20:07-0700, -33 ft, 2.6732
2023-09-22T12:20:07-0700, -36 ft, 2.7056
2023-09-22T12:20:07-0700, -39 ft, 2.7315
2023-09-22T12:20:07-0700, -43 ft, 2.7517
2023-09-22T12:20:07-0700, -46 ft, 2.7704
2023-09-22T12:20:07-0700, -49 ft, 2.7847
2023-09-22T12:20:07-0700, -52 ft, 2.8001
2023-09-22T12:20:07-0700, -56 ft, 2.823
2023-09-22T12:20:07-0700, -59 ft, 2.8533
2023-09-22T12:20:07-0700, -62 ft, 2.8867
2023-09-22T12:20:07-0700, -3 ft, 2.5654
2023-09-22T12:20:07-0700, -66 ft, 2.9407
2023-09-22T12:20:07-0700, -7 ft, 2.6051
2023-09-22T12:20:07-0700, -10 ft, 2.6448
2023-09-22T12:20:07-0700, -13 ft, 2.6345
2023-09-22T12:20:07-0700, -16 ft, 2.6243
2023-09-22T12:20:07-0700, -20 ft, 2.6164
2023-09-22T12:20:07-0700, -23 ft, 2.6123
2023-09-22T12:20:07-0700, -26 ft, 2.6212
2023-09-22T12:20:07-0700, -30 ft, 2.6426
2023-09-23T00:20:54-0700, -33 ft, 2.6812
2023-09-23T00:20:54-0700, -36 ft, 2.686
2023-09-23T00:20:54-0700, -39 ft, 2.6926
2023-09-23T00:20:54-0700, -43 ft, 2.7162
2023-09-23T00:20:54-0700, -46 ft, 2.7586
2023-09-23T00:20:54-0700, -49 ft, 2.7941
2023-09-23T00:20:54-0700, -52 ft, 2.8132
2023-09-23T00:20:54-0700, -56 ft, 2.8196
2023-09-23T00:20:54-0700, -59 ft, 2.8274
2023-09-23T00:20:54-0700, -62 ft, 2.8401
2023-09-23T00:20:54-0700, -3 ft, 2.8589
2023-09-23T00:20:54-0700, -66 ft, 2.8728
2023-09-23T00:20:54-0700, -69 ft, 2.9194
2023-09-23T00:20:54-0700, -72 ft, 2.9523
2023-09-23T00:20:54-0700, -75 ft, 2.9709
2023-09-23T00:20:54-0700, -79 ft, 2.9837
2023-09-23T00:20:54-0700, -82 ft, 2.995
2023-09-23T00:20:54-0700, -85 ft, 3.0059
2023-09-23T00:20:54-0700, -89 ft, 3.0131
2023-09-23T00:20:54-0700, -92 ft, 3.0129
2023-09-23T00:20:54-0700, -7 ft, 2.8415
2023-09-23T00:20:54-0700, -10 ft, 2.8242
2023-09-23T00:20:54-0700, -13 ft, 2.8069
2023-09-23T00:20:54-0700, -16 ft, 2.7782
2023-09-23T00:20:54-0700, -20 ft, 2.7336
2023-09-23T00:20:54-0700, -23 ft, 2.6979
2023-09-23T00:20:54-0700, -26 ft, 2.6815
2023-09-23T00:20:54-0700, -30 ft, 2.6779
2023-09-23T12:20:56-0700, -33 ft, 2.6879
2023-09-23T12:20:56-0700, -36 ft, 2.6871
2023-09-23T12:20:56-0700, -39 ft, 2.7008
2023-09-23T12:20:56-0700, -43 ft, 2.7308
2023-09-23T12:20:56-0700, -46 ft, 2.7598
2023-09-23T12:20:56-0700, -49 ft, 2.7835
2023-09-23T12:20:56-0700, -52 ft, 2.8193
2023-09-23T12:20:56-0700, -56 ft, 2.8611
2023-09-23T12:20:56-0700, -59 ft, 2.8882
2023-09-23T12:20:56-0700, -62 ft, 2.9032
2023-09-23T12:20:56-0700, -3 ft, 3.0427
2023-09-23T12:20:56-0700, -66 ft, 2.9393
2023-09-23T12:20:56-0700, -7 ft, 3.0911
2023-09-23T12:20:56-0700, -10 ft, 3.1395
2023-09-23T12:20:56-0700, -13 ft, 3.1321
2023-09-23T12:20:56-0700, -16 ft, 3.0451
2023-09-23T12:20:56-0700, -20 ft, 2.9267
2023-09-23T12:20:56-0700, -23 ft, 2.8148
2023-09-23T12:20:56-0700, -26 ft, 2.7395
2023-09-23T12:20:56-0700, -30 ft, 2.7015
2023-09-24T00:21:03-0700, -33 ft, 2.7552
2023-09-24T00:21:03-0700, -36 ft, 2.7301
2023-09-24T00:21:03-0700, -39 ft, 2.7406
2023-09-24T00:21:03-0700, -43 ft, 2.7757
2023-09-24T00:21:03-0700, -46 ft, 2.818
2023-09-24T00:21:03-0700, -49 ft, 2.8651
2023-09-24T00:21:03-0700, -52 ft, 2.9038
2023-09-24T00:21:03-0700, -56 ft, 2.9312
2023-09-24T00:21:03-0700, -59 ft, 2.9514
2023-09-24T00:21:03-0700, -62 ft, 2.9648
2023-09-24T00:21:03-0700, -3 ft, 2.9318
2023-09-24T00:21:03-0700, -66 ft, 3.0035
2023-09-24T00:21:03-0700, -7 ft, 2.9216
