Date and Time, Depth (Ft), Oxygen Conc. (mg/L)
2023-09-18T12:17:02-0700, -7 ft, 8.5866
2023-09-18T12:17:02-0700, -10 ft, 8.7754
2023-09-18T12:17:02-0700, -13 ft, 8.9678
2023-09-18T12:17:02-0700, -16 ft, 9.4544
2023-09-18T12:17:02-0700, -20 ft, 9.9839
2023-09-18T12:17:02-0700, -23 ft, 10.2733
2023-09-18T12:17:02-0700, -26 ft, 10.4674
2023-09-18T12:17:02-0700, -30 ft, 10.5716
2023-09-19T12:16:54-0700, -33 ft, 9.9176
2023-09-19T12:16:54-0700, -36 ft, 9.2751
2023-09-19T12:16:54-0700, -39 ft, 8.1568
2023-09-19T12:16:54-0700, -43 ft, 7.4231
2023-09-19T12:16:54-0700, -46 ft, 7.0621
2023-09-19T12:16:54-0700, -49 ft, 6.6993
2023-09-19T12:16:54-0700, -52 ft, 6.4525
2023-09-19T12:16:54-0700, -56 ft, 6.2571
2023-09-19T12:16:54-0700, -59 ft, 6.118
2023-09-19T12:16:54-0700, -62 ft, 6.0939
2023-09-19T12:16:54-0700, -3 ft, 9.1496
2023-09-19T12:16:54-0700, -66 ft, 5.9658
2023-09-19T12:16:54-0700, -69 ft, 5.7893
2023-09-19T12:16:54-0700, -72 ft, 5.7164
2023-09-19T12:16:54-0700, -75 ft, 5.7063
2023-09-19T12:16:54-0700, -79 ft, 5.627
2023-09-19T12:16:54-0700, -82 ft, 5.5555
2023-09-19T12:16:54-0700, -85 ft, 5.4963
2023-09-19T12:16:54-0700, -89 ft, 5.3955
2023-09-19T12:16:54-0700, -92 ft, 5.2251
2023-09-19T12:16:54-0700, -7 ft, 9.2849
2023-09-19T12:16:54-0700, -10 ft, 9.4326
2023-09-19T12:16:54-0700, -13 ft, 9.7741
2023-09-19T12:16:54-0700, -16 ft, 10.1143
2023-09-19T12:16:54-0700, -20 ft, 10.4213
2023-09-19T12:16:54-0700, -23 ft, 10.5024
2023-09-19T12:16:54-0700, -26 ft, 10.4274
2023-09-19T12:16:54-0700, -30 ft, 10.2184
2023-09-20T12:16:45-0700, -33 ft, 10.5771
2023-09-20T12:16:45-0700, -36 ft, 10.3473
2023-09-20T12:16:45-0700, -39 ft, 9.4944
2023-09-20T12:16:45-0700, -43 ft, 8.9582
2023-09-20T12:16:45-0700, -46 ft, 8.5282
2023-09-20T12:16:45-0700, -49 ft, 7.8069
2023-09-20T12:16:45-0700, -52 ft, 6.8924
2023-09-20T12:16:45-0700, -56 ft, 6.3696
2023-09-20T12:16:45-0700, -59 ft, 6.1538
2023-09-20T12:16:45-0700, -62 ft, 6.0822
2023-09-20T12:16:45-0700, -3 ft, 8.8586
2023-09-20T12:16:45-0700, -66 ft, 6.0179
2023-09-20T12:16:45-0700, -69 ft, 5.9424
2023-09-20T12:16:45-0700, -72 ft, 5.885
2023-09-20T12:16:45-0700, -75 ft, 5.844
2023-09-20T12:16:45-0700, -79 ft, 5.7846
2023-09-20T12:16:45-0700, -82 ft, 5.6783
2023-09-20T12:16:45-0700, -85 ft, 5.4679
2023-09-20T12:16:45-0700, -89 ft, 5.2756
2023-09-20T12:16:45-0700, -92 ft, 5.1669
2023-09-20T12:16:45-0700, -7 ft, 8.8754
2023-09-20T12:16:45-0700, -10 ft, 8.8917
2023-09-20T12:16:45-0700, -13 ft, 8.9017
2023-09-20T12:16:45-0700, -16 ft, 9.0158
2023-09-20T12:16:45-0700, -20 ft, 9.5533
2023-09-20T12:16:45-0700, -23 ft, 9.9869
2023-09-20T12:16:45-0700, -26 ft, 10.3322
2023-09-20T12:16:45-0700, -30 ft, 10.5616
2023-09-21T12:16:49-0700, -33 ft, 9.0691
2023-09-21T12:16:49-0700, -36 ft, 9.0393
2023-09-21T12:16:49-0700, -39 ft, 9.2633
2023-09-21T12:16:49-0700, -43 ft, 8.95
2023-09-21T12:16:49-0700, -46 ft, 8.6879
2023-09-21T12:16:49-0700, -49 ft, 8.0935
2023-09-21T12:16:49-0700, -52 ft, 7.2876
2023-09-21T12:16:49-0700, -56 ft, 6.7824
2023-09-21T12:16:49-0700, -59 ft, 6.5214
2023-09-21T12:16:49-0700, -62 ft, 6.393
2023-09-21T12:16:49-0700, -3 ft, 10.6258
2023-09-21T12:16:49-0700, -66 ft, 6.26
2023-09-21T12:16:49-0700, -69 ft, 6.0399
2023-09-21T12:16:49-0700, -72 ft, 5.788
2023-09-21T12:16:49-0700, -75 ft, 5.6282
2023-09-21T12:16:49-0700, -79 ft, 5.5373
2023-09-21T12:16:49-0700, -82 ft, 5.4464
2023-09-21T12:16:49-0700, -85 ft, 5.3022
2023-09-21T12:16:49-0700, -89 ft, 5.1812
2023-09-21T12:16:49-0700, -92 ft, 5.0839
2023-09-21T12:16:49-0700, -7 ft, 10.0207
2023-09-21T12:16:49-0700, -10 ft, 9.4616
2023-09-21T12:16:49-0700, -13 ft, 9.9359
2023-09-21T12:16:49-0700, -16 ft, 10.2363
2023-09-21T12:16:49-0700, -20 ft, 10.3903
2023-09-21T12:16:49-0700, -23 ft, 10.4595
2023-09-21T12:16:49-0700, -26 ft, 9.8223
2023-09-21T12:16:49-0700, -30 ft, 9.1947
2023-09-22T12:16:56-0700, -33 ft, 10.2987
2023-09-22T12:16:56-0700, -36 ft, 9.8419
2023-09-22T12:16:56-0700, -39 ft, 9.6334
2023-09-22T12:16:56-0700, -43 ft, 9.2481
2023-09-22T12:16:56-0700, -46 ft, 8.5583
2023-09-22T12:16:56-0700, -49 ft, 7.5069
2023-09-22T12:16:56-0700, -52 ft, 6.7875
2023-09-22T12:16:56-0700, -56 ft, 6.4113
2023-09-22T12:16:56-0700, -59 ft, 6.2157
2023-09-22T12:16:56-0700, -62 ft, 6.0634
2023-09-22T12:16:56-0700, -3 ft, 8.3895
2023-09-22T12:16:56-0700, -66 ft, 5.9397
2023-09-22T12:16:56-0700, -69 ft, 5.7829
2023-09-22T12:16:56-0700, -72 ft, 5.4627
2023-09-22T12:16:56-0700, -75 ft, 5.1794
2023-09-22T12:16:56-0700, -79 ft, 4.9926
2023-09-22T12:16:56-0700, -82 ft, 4.8961
2023-09-22T12:16:56-0700, -85 ft, 4.8064
2023-09-22T12:16:56-0700, -89 ft, 4.7492
2023-09-22T12:16:56-0700, -92 ft, 4.7439
2023-09-22T12:16:56-0700, -7 ft, 8.485
2023-09-22T12:16:56-0700, -10 ft, 8.5809
2023-09-22T12:16:56-0700, -13 ft, 8.8232
2023-09-22T12:16:56-0700, -16 ft, 9.2778
2023-09-22T12:16:56-0700, -20 ft, 9.7896
2023-09-22T12:16:56-0700, -23 ft, 10.214
2023-09-22T12:16:56-0700, -26 ft, 10.4748
2023-09-22T12:16:56-0700, -30 ft, 10.5536
2023-09-23T12:17:06-0700, -33 ft, 9.8954
2023-09-23T12:17:06-0700, -36 ft, 9.406
2023-09-23T12:17:06-0700, -39 ft, 8.8422
2023-09-23T12:17:06-0700, -43 ft, 8.1212
2023-09-23T12:17:06-0700, -46 ft, 7.3775
2023-09-23T12:17:06-0700, -49 ft, 6.8907
2023-09-23T12:17:06-0700, -52 ft, 6.5926
2023-09-23T12:17:06-0700, -56 ft, 6.4075
2023-09-23T12:17:06-0700, -59 ft, 6.2103
2023-09-23T12:17:06-0700, -62 ft, 6.0501
2023-09-23T12:17:06-0700, -3 ft, 9.1158
2023-09-23T12:17:06-0700, -66 ft, 5.9516
2023-09-23T12:17:06-0700, -69 ft, 5.8421
2023-09-23T12:17:06-0700, -72 ft, 5.7339
2023-09-23T12:17:06-0700, -75 ft, 5.6065
2023-09-23T12:17:06-0700, -79 ft, 5.4618
2023-09-23T12:17:06-0700, -82 ft, 5.3716
2023-09-23T12:17:06-0700, -85 ft, 5.3195
2023-09-23T12:17:06-0700, -89 ft, 5.2886
2023-09-23T12:17:06-0700, -92 ft, 5.2592
2023-09-23T12:17:06-0700, -7 ft, 9.1607
2023-09-23T12:17:06-0700, -10 ft, 9.207
2023-09-23T12:17:06-0700, -13 ft, 9.6501
2023-09-23T12:17:06-0700, -16 ft, 10.2429
2023-09-23T12:17:06-0700, -20 ft, 10.5415
2023-09-23T12:17:06-0700, -23 ft, 10.5785
2023-09-23T12:17:06-0700, -26 ft, 10.5664
2023-09-23T12:17:06-0700, -30 ft, 10.3585
2023-09-24T12:17:12-0700, -33 ft, 9.9917
2023-09-24T12:17:12-0700, -36 ft, 9.4682
2023-09-24T12:17:12-0700, -39 ft, 8.8464
2023-09-24T12:17:12-0700, -43 ft, 8.0222
2023-09-24T12:17:12-0700, -46 ft, 7.1903
2023-09-24T12:17:12-0700, -49 ft, 6.6929
2023-09-24T12:17:12-0700, -52 ft, 6.3848
2023-09-24T12:17:12-0700, -56 ft, 6.1836
2023-09-24T12:17:12-0700, -59 ft, 6.0032
2023-09-24T12:17:12-0700, -62 ft, 5.7577
2023-09-24T12:17:12-0700, -3 ft, 8.4917
2023-09-24T12:17:12-0700, -66 ft, 5.3669
2023-09-24T12:17:12-0700, -69 ft, 5.1274
2023-09-24T12:17:12-0700, -72 ft, 4.9924
2023-09-24T12:17:12-0700, -75 ft, 4.9195
2023-09-24T12:17:12-0700, -79 ft, 4.9068
2023-09-24T12:17:12-0700, -82 ft, 4.9475
2023-09-24T12:17:12-0700, -85 ft, 4.9277
2023-09-24T12:17:12-0700, -89 ft, 4.8409
2023-09-24T12:17:12-0700, -92 ft, 4.7424
2023-09-24T12:17:12-0700, -7 ft, 8.5039
2023-09-24T12:17:12-0700, -10 ft, 8.5162
2023-09-24T12:17:12-0700, -13 ft, 8.5293
2023-09-24T12:17:12-0700, -16 ft, 8.6545
2023-09-24T12:17:12-0700, -20 ft, 8.8475
2023-09-24T12:17:12-0700, -23 ft, 9.308
2023-09-24T12:17:12-0700, -26 ft, 9.9088
2023-09-24T12:17:12-0700, -30 ft, 10.1851
2023-09-25T12:17:18-0700, -33 ft, 9.1958
2023-09-25T12:17:18-0700, -36 ft, 8.6534
2023-09-25T12:17:18-0700, -39 ft, 8.0301
2023-09-25T12:17:18-0700, -43 ft, 7.6202
2023-09-25T12:17:18-0700, -46 ft, 7.2406
2023-09-25T12:17:18-0700, -49 ft, 6.7092
2023-09-25T12:17:18-0700, -52 ft, 6.4533
2023-09-25T12:17:18-0700, -56 ft, 6.3722
2023-09-25T12:17:18-0700, -59 ft, 6.3239
2023-09-25T12:17:18-0700, -62 ft, 6.214
2023-09-25T12:17:18-0700, -3 ft, 9.8954
2023-09-25T12:17:18-0700, -66 ft, 6.0783
2023-09-25T12:17:18-0700, -69 ft, 5.9616
2023-09-25T12:17:18-0700, -72 ft, 5.9265
2023-09-25T12:17:18-0700, -75 ft, 5.9066
2023-09-25T12:17:18-0700, -79 ft, 5.8108
2023-09-25T12:17:18-0700, -82 ft, 5.6843
2023-09-25T12:17:18-0700, -85 ft, 5.5059
2023-09-25T12:17:18-0700, -89 ft, 5.2737
2023-09-25T12:17:18-0700, -92 ft, 5.182
2023-09-25T12:17:18-0700, -7 ft, 9.9308
2023-09-25T12:17:18-0700, -10 ft, 9.9663
2023-09-25T12:17:18-0700, -13 ft, 10.0092
2023-09-25T12:17:18-0700, -16 ft, 10.2158
2023-09-25T12:17:18-0700, -20 ft, 10.418
2023-09-25T12:17:18-0700, -23 ft, 10.3879
2023-09-25T12:17:18-0700, -26 ft, 10.1594
2023-09-25T12:17:18-0700, -30 ft, 9.7248
2023-09-26T12:17:13-0700, -33 ft, 10.3189
2023-09-26T12:17:13-0700, -36 ft, 10.0201
2023-09-26T12:17:13-0700, -39 ft, 9.4512
2023-09-26T12:17:13-0700, -43 ft, 8.4568
2023-09-26T12:17:13-0700, -46 ft, 7.552
2023-09-26T12:17:13-0700, -49 ft, 6.9825
2023-09-26T12:17:13-0700, -52 ft, 6.6499
2023-09-26T12:17:13-0700, -56 ft, 6.3682
2023-09-26T12:17:13-0700, -59 ft, 6.1125
2023-09-26T12:17:13-0700, -62 ft, 5.9689
2023-09-26T12:17:13-0700, -3 ft, 8.4477
2023-09-26T12:17:13-0700, -66 ft, 5.7607
2023-09-26T12:17:13-0700, -69 ft, 5.4707
2023-09-26T12:17:13-0700, -72 ft, 5.1932
2023-09-26T12:17:13-0700, -75 ft, 5.0434
2023-09-26T12:17:13-0700, -79 ft, 4.9811
2023-09-26T12:17:13-0700, -82 ft, 4.982
2023-09-26T12:17:13-0700, -85 ft, 5.0175
2023-09-26T12:17:13-0700, -89 ft, 5.0125
2023-09-26T12:17:13-0700, -92 ft, 4.956
2023-09-26T12:17:13-0700, -7 ft, 8.432
2023-09-26T12:17:13-0700, -10 ft, 8.42
2023-09-26T12:17:13-0700, -13 ft, 8.5618
2023-09-26T12:17:13-0700, -16 ft, 8.7693
2023-09-26T12:17:13-0700, -20 ft, 9.3091
2023-09-26T12:17:13-0700, -23 ft, 9.8461
2023-09-26T12:17:13-0700, -26 ft, 10.1959
2023-09-26T12:17:13-0700, -30 ft, 10.4926
2023-09-27T12:17:05-0700, -33 ft, 10.1615
2023-09-27T12:17:05-0700, -36 ft, 9.8163
2023-09-27T12:17:05-0700, -39 ft, 9.3987
2023-09-27T12:17:05-0700, -43 ft, 8.8989
2023-09-27T12:17:05-0700, -46 ft, 8.1526
2023-09-27T12:17:05-0700, -49 ft, 7.5325
2023-09-27T12:17:05-0700, -52 ft, 7.017
2023-09-27T12:17:05-0700, -56 ft, 6.7735
2023-09-27T12:17:05-0700, -59 ft, 6.5834
2023-09-27T12:17:05-0700, -62 ft, 6.3555
2023-09-27T12:17:05-0700, -3 ft, 8.489
2023-09-27T12:17:05-0700, -66 ft, 6.1525
2023-09-27T12:17:05-0700, -69 ft, 5.928
2023-09-27T12:17:05-0700, -72 ft, 5.6028
2023-09-27T12:17:05-0700, -75 ft, 5.3448
2023-09-27T12:17:05-0700, -79 ft, 5.2072
2023-09-27T12:17:05-0700, -82 ft, 5.1303
2023-09-27T12:17:05-0700, -85 ft, 5.09
2023-09-27T12:17:05-0700, -89 ft, 5.1093
2023-09-27T12:17:05-0700, -92 ft, 5.1111
2023-09-27T12:17:05-0700, -7 ft, 8.5224
2023-09-27T12:17:05-0700, -10 ft, 8.5558
2023-09-27T12:17:05-0700, -13 ft, 8.5955
2023-09-27T12:17:05-0700, -16 ft, 8.9425
2023-09-27T12:17:05-0700, -20 ft, 9.4738
2023-09-27T12:17:05-0700, -23 ft, 9.989
2023-09-27T12:17:05-0700, -26 ft, 10.4003
2023-09-27T12:17:05-0700, -30 ft, 10.3091
2023-09-28T12:17:12-0700, -33 ft, 9.635
2023-09-28T12:17:12-0700, -36 ft, 9.1639
2023-09-28T12:17:12-0700, -39 ft, 8.5254
2023-09-28T12:17:12-0700, -43 ft, 7.5847
2023-09-28T12:17:12-0700, -46 ft, 7.0197
2023-09-28T12:17:12-0700, -49 ft, 6.6347
2023-09-28T12:17:12-0700, -52 ft, 6.272
2023-09-28T12:17:12-0700, -56 ft, 6.1635
2023-09-28T12:17:12-0700, -59 ft, 6.1156
2023-09-28T12:17:12-0700, -62 ft, 6.0321
2023-09-28T12:17:12-0700, -3 ft, 8.2906
2023-09-28T12:17:12-0700, -66 ft, 5.8208
2023-09-28T12:17:12-0700, -69 ft, 5.5838
2023-09-28T12:17:12-0700, -72 ft, 5.2952
2023-09-28T12:17:12-0700, -75 ft, 5.0939
2023-09-28T12:17:12-0700, -79 ft, 5.0098
2023-09-28T12:17:12-0700, -82 ft, 4.9772
2023-09-28T12:17:12-0700, -85 ft, 5.0148
2023-09-28T12:17:12-0700, -89 ft, 5.0023
2023-09-28T12:17:12-0700, -92 ft, 4.9769
2023-09-28T12:17:12-0700, -7 ft, 8.2838
2023-09-28T12:17:12-0700, -10 ft, 8.2783
2023-09-28T12:17:12-0700, -13 ft, 8.6491
2023-09-28T12:17:12-0700, -16 ft, 9.2805
2023-09-28T12:17:12-0700, -20 ft, 9.909
2023-09-28T12:17:12-0700, -23 ft, 10.2787
2023-09-28T12:17:12-0700, -26 ft, 10.0714
2023-09-28T12:17:12-0700, -30 ft, 9.9423
2023-09-29T12:16:48-0700, -33 ft, 10.1898
2023-09-29T12:16:48-0700, -36 ft, 8.0166
2023-09-29T12:16:48-0700, -39 ft, 7.3427
2023-09-29T12:16:48-0700, -43 ft, 7.2266
2023-09-29T12:16:48-0700, -46 ft, 7.1024
2023-09-29T12:16:48-0700, -49 ft, 6.7915
2023-09-29T12:16:48-0700, -52 ft, 6.2641
2023-09-29T12:16:48-0700, -56 ft, 5.8065
2023-09-29T12:16:48-0700, -59 ft, 5.4864
2023-09-29T12:16:48-0700, -62 ft, 5.3333
2023-09-29T12:16:48-0700, -3 ft, 9.9219
2023-09-29T12:16:48-0700, -66 ft, 5.2396
2023-09-29T12:16:48-0700, -69 ft, 5.1655
2023-09-29T12:16:48-0700, -72 ft, 5.0189
2023-09-29T12:16:48-0700, -75 ft, 4.9168
2023-09-29T12:16:48-0700, -79 ft, 4.8782
2023-09-29T12:16:48-0700, -82 ft, 4.8451
2023-09-29T12:16:48-0700, -85 ft, 4.7727
2023-09-29T12:16:48-0700, -89 ft, 4.7196
2023-09-29T12:16:48-0700, -92 ft, 4.6818
2023-09-29T12:16:48-0700, -7 ft, 9.721
2023-09-29T12:16:48-0700, -10 ft, 9.5655
2023-09-29T12:16:48-0700, -13 ft, 10.3465
2023-09-29T12:16:48-0700, -16 ft, 10.6149
2023-09-29T12:16:48-0700, -20 ft, 10.68
2023-09-29T12:16:48-0700, -23 ft, 11.2982
2023-09-29T12:16:48-0700, -26 ft, 11.8072
2023-09-29T12:16:48-0700, -30 ft, 11.5929
2023-09-30T12:17:01-0700, -33 ft, 10.1898
2023-09-30T12:17:01-0700, -36 ft, 8.0166
2023-09-30T12:17:01-0700, -39 ft, 7.3427
2023-09-30T12:17:01-0700, -43 ft, 7.2266
2023-09-30T12:17:01-0700, -46 ft, 7.1024
2023-09-30T12:17:01-0700, -49 ft, 6.7915
2023-09-30T12:17:01-0700, -52 ft, 6.2641
2023-09-30T12:17:01-0700, -56 ft, 5.8065
2023-09-30T12:17:01-0700, -59 ft, 5.4864
2023-09-30T12:17:01-0700, -62 ft, 5.3333
2023-09-30T12:17:01-0700, -3 ft, 9.9219
2023-09-30T12:17:01-0700, -66 ft, 5.2396
2023-09-30T12:17:01-0700, -69 ft, 5.1655
2023-09-30T12:17:01-0700, -72 ft, 5.0189
2023-09-30T12:17:01-0700, -75 ft, 4.9168
2023-09-30T12:17:01-0700, -79 ft, 4.8782
2023-09-30T12:17:01-0700, -82 ft, 4.8451
2023-09-30T12:17:01-0700, -85 ft, 4.7727
2023-09-30T12:17:01-0700, -89 ft, 4.7196
2023-09-30T12:17:01-0700, -92 ft, 4.6818
2023-09-30T12:17:01-0700, -7 ft, 9.721
2023-09-30T12:17:01-0700, -10 ft, 9.5655
2023-09-30T12:17:01-0700, -13 ft, 10.3465
2023-09-30T12:17:01-0700, -16 ft, 10.6149
2023-09-30T12:17:01-0700, -20 ft, 10.68
2023-09-30T12:17:01-0700, -23 ft, 11.2982
2023-09-30T12:17:01-0700, -26 ft, 11.8072
2023-09-30T12:17:01-0700, -30 ft, 11.5929
2023-10-01T12:16:47-0700, -33 ft, 10.1898
2023-10-01T12:16:47-0700, -36 ft, 8.0166
2023-10-01T12:16:47-0700, -39 ft, 7.3427
2023-10-01T12:16:47-0700, -43 ft, 7.2266
2023-10-01T12:16:47-0700, -46 ft, 7.1024
2023-10-01T12:16:47-0700, -49 ft, 6.7915
2023-10-01T12:16:47-0700, -52 ft, 6.2641
2023-10-01T12:16:47-0700, -56 ft, 5.8065
2023-10-01T12:16:47-0700, -59 ft, 5.4864
2023-10-01T12:16:47-0700, -62 ft, 5.3333
2023-10-01T12:16:47-0700, -3 ft, 9.9219
2023-10-01T12:16:47-0700, -66 ft, 5.2396
2023-10-01T12:16:47-0700, -69 ft, 5.1655
2023-10-01T12:16:47-0700, -72 ft, 5.0189
2023-10-01T12:16:47-0700, -75 ft, 4.9168
2023-10-01T12:16:47-0700, -79 ft, 4.8782
2023-10-01T12:16:47-0700, -82 ft, 4.8451
2023-10-01T12:16:47-0700, -85 ft, 4.7727
2023-10-01T12:16:47-0700, -89 ft, 4.7196
2023-10-01T12:16:47-0700, -92 ft, 4.6818
2023-10-01T12:16:47-0700, -7 ft, 9.721
2023-10-01T12:16:47-0700, -10 ft, 9.5655
2023-10-01T12:16:47-0700, -13 ft, 10.3465
2023-10-01T12:16:47-0700, -16 ft, 10.6149
2023-10-01T12:16:47-0700, -20 ft, 10.68
2023-10-01T12:16:47-0700, -23 ft, 11.2982
2023-10-01T12:16:47-0700, -26 ft, 11.8072
2023-10-01T12:16:47-0700, -30 ft, 11.5929
2023-10-02T12:17:26-0700, -33 ft, 10.1898
2023-10-02T12:17:26-0700, -36 ft, 8.0166
2023-10-02T12:17:26-0700, -39 ft, 7.3427
2023-10-02T12:17:26-0700, -43 ft, 7.2266
2023-10-02T12:17:26-0700, -46 ft, 7.1024
2023-10-02T12:17:26-0700, -49 ft, 6.7915
2023-10-02T12:17:26-0700, -52 ft, 6.2641
2023-10-02T12:17:26-0700, -56 ft, 5.8065
2023-10-02T12:17:26-0700, -59 ft, 5.4864
2023-10-02T12:17:26-0700, -62 ft, 5.3333
2023-10-02T12:17:26-0700, -3 ft, 9.9219
2023-10-02T12:17:26-0700, -66 ft, 5.2396
2023-10-02T12:17:26-0700, -69 ft, 5.1655
2023-10-02T12:17:26-0700, -72 ft, 5.0189
2023-10-02T12:17:26-0700, -75 ft, 4.9168
2023-10-02T12:17:26-0700, -79 ft, 4.8782
2023-10-02T12:17:26-0700, -82 ft, 4.8451
2023-10-02T12:17:26-0700, -85 ft, 4.7727
2023-10-02T12:17:26-0700, -89 ft, 4.7196
2023-10-02T12:17:26-0700, -92 ft, 4.6818
2023-10-02T12:17:26-0700, -7 ft, 9.721
2023-10-02T12:17:26-0700, -10 ft, 9.5655
2023-10-02T12:17:26-0700, -13 ft, 10.3465
2023-10-02T12:17:26-0700, -16 ft, 10.6149
2023-10-02T12:17:26-0700, -20 ft, 10.68
2023-10-02T12:17:26-0700, -23 ft, 11.2982
2023-10-02T12:17:26-0700, -26 ft, 11.8072
2023-10-02T12:17:26-0700, -30 ft, 11.5929
2023-10-03T12:17:04-0700, -33 ft, 10.1898
2023-10-03T12:17:04-0700, -36 ft, 8.0166
2023-10-03T12:17:04-0700, -39 ft, 7.3427
2023-10-03T12:17:04-0700, -43 ft, 7.2266
2023-10-03T12:17:04-0700, -46 ft, 7.1024
2023-10-03T12:17:04-0700, -49 ft, 6.7915
2023-10-03T12:17:04-0700, -52 ft, 6.2641
2023-10-03T12:17:04-0700, -56 ft, 5.8065
2023-10-03T12:17:04-0700, -59 ft, 5.4864
2023-10-03T12:17:04-0700, -62 ft, 5.3333
2023-10-03T12:17:04-0700, -3 ft, 9.9219
2023-10-03T12:17:04-0700, -66 ft, 5.2396
2023-10-03T12:17:04-0700, -69 ft, 5.1655
2023-10-03T12:17:04-0700, -72 ft, 5.0189
2023-10-03T12:17:04-0700, -75 ft, 4.9168
2023-10-03T12:17:04-0700, -79 ft, 4.8782
2023-10-03T12:17:04-0700, -82 ft, 4.8451
2023-10-03T12:17:04-0700, -85 ft, 4.7727
2023-10-03T12:17:04-0700, -89 ft, 4.7196
2023-10-03T12:17:04-0700, -92 ft, 4.6818
2023-10-03T12:17:04-0700, -7 ft, 9.721
2023-10-03T12:17:04-0700, -10 ft, 9.5655
2023-10-03T12:17:04-0700, -13 ft, 10.3465
2023-10-03T12:17:04-0700, -16 ft, 10.6149
2023-10-03T12:17:04-0700, -20 ft, 10.68
2023-10-03T12:17:04-0700, -23 ft, 11.2982
2023-10-03T12:17:04-0700, -26 ft, 11.8072
2023-10-03T12:17:04-0700, -30 ft, 11.5929
2023-10-04T12:17:20-0700, -33 ft, 10.1898
2023-10-04T12:17:20-0700, -36 ft, 8.0166
2023-10-04T12:17:20-0700, -39 ft, 7.3427
2023-10-04T12:17:20-0700, -43 ft, 7.2266
2023-10-04T12:17:20-0700, -46 ft, 7.1024
2023-10-04T12:17:20-0700, -49 ft, 6.7915
2023-10-04T12:17:20-0700, -52 ft, 6.2641
2023-10-04T12:17:20-0700, -56 ft, 5.8065
2023-10-04T12:17:20-0700, -59 ft, 5.4864
2023-10-04T12:17:20-0700, -62 ft, 5.3333
2023-10-04T12:17:20-0700, -3 ft, 9.9219
2023-10-04T12:17:20-0700, -66 ft, 5.2396
2023-10-04T12:17:20-0700, -69 ft, 5.1655
2023-10-04T12:17:20-0700, -72 ft, 5.0189
2023-10-04T12:17:20-0700, -75 ft, 4.9168
2023-10-04T12:17:20-0700, -79 ft, 4.8782
2023-10-04T12:17:20-0700, -82 ft, 4.8451
2023-10-04T12:17:20-0700, -85 ft, 4.7727
2023-10-04T12:17:20-0700, -89 ft, 4.7196
2023-10-04T12:17:20-0700, -92 ft, 4.6818
2023-10-04T12:17:20-0700, -7 ft, 9.721
2023-10-04T12:17:20-0700, -10 ft, 9.5655
2023-10-04T12:17:20-0700, -13 ft, 10.3465
2023-10-04T12:17:20-0700, -16 ft, 10.6149
2023-10-04T12:17:20-0700, -20 ft, 10.68
2023-10-04T12:17:20-0700, -23 ft, 11.2982
2023-10-04T12:17:20-0700, -26 ft, 11.8072
2023-10-04T12:17:20-0700, -30 ft, 11.5929
2023-10-05T12:16:57-0700, -33 ft, 10.1898
2023-10-05T12:16:57-0700, -36 ft, 8.0166
2023-10-05T12:16:57-0700, -39 ft, 7.3427
2023-10-05T12:16:57-0700, -43 ft, 7.2266
2023-10-05T12:16:57-0700, -46 ft, 7.1024
2023-10-05T12:16:57-0700, -49 ft, 6.7915
2023-10-05T12:16:57-0700, -52 ft, 6.2641
2023-10-05T12:16:57-0700, -56 ft, 5.8065
2023-10-05T12:16:57-0700, -59 ft, 5.4864
2023-10-05T12:16:57-0700, -62 ft, 5.3333
2023-10-05T12:16:57-0700, -3 ft, 9.9219
2023-10-05T12:16:57-0700, -66 ft, 5.2396
2023-10-05T12:16:57-0700, -69 ft, 5.1655
2023-10-05T12:16:57-0700, -72 ft, 5.0189
2023-10-05T12:16:57-0700, -75 ft, 4.9168
2023-10-05T12:16:57-0700, -79 ft, 4.8782
2023-10-05T12:16:57-0700, -82 ft, 4.8451
2023-10-05T12:16:57-0700, -85 ft, 4.7727
2023-10-05T12:16:57-0700, -89 ft, 4.7196
2023-10-05T12:16:57-0700, -92 ft, 4.6818
2023-10-05T12:16:57-0700, -7 ft, 9.721
2023-10-05T12:16:57-0700, -10 ft, 9.5655
2023-10-05T12:16:57-0700, -13 ft, 10.3465
2023-10-05T12:16:57-0700, -16 ft, 10.6149
2023-10-05T12:16:57-0700, -20 ft, 10.68
2023-10-05T12:16:57-0700, -23 ft, 11.2982
2023-10-05T12:16:57-0700, -26 ft, 11.8072
2023-10-05T12:16:57-0700, -30 ft, 11.5929
2023-10-06T12:16:48-0700, -33 ft, 10.1898
2023-10-06T12:16:48-0700, -36 ft, 8.0166
2023-10-06T12:16:48-0700, -39 ft, 7.3427
2023-10-06T12:16:48-0700, -43 ft, 7.2266
2023-10-06T12:16:48-0700, -46 ft, 7.1024
2023-10-06T12:16:48-0700, -49 ft, 6.7915
2023-10-06T12:16:48-0700, -52 ft, 6.2641
2023-10-06T12:16:48-0700, -56 ft, 5.8065
2023-10-06T12:16:48-0700, -59 ft, 5.4864
2023-10-06T12:16:48-0700, -62 ft, 5.3333
2023-10-06T12:16:48-0700, -3 ft, 9.9219
2023-10-06T12:16:48-0700, -66 ft, 5.2396
2023-10-06T12:16:48-0700, -69 ft, 5.1655
2023-10-06T12:16:48-0700, -72 ft, 5.0189
2023-10-06T12:16:48-0700, -75 ft, 4.9168
2023-10-06T12:16:48-0700, -79 ft, 4.8782
